번호,제조사,제품명,가격,세부스펙,이미지,상품주소
47,ASUS,ASUS ROG STRIX X870-A GAMING WIFI STCOM,"537,990","AMD(소켓AM5) / AMD X870 / DDR5 / VGA 연결 : PCIe5.0 x16 / ATX (30.5x24.4cm) / 전원부 : 16+2+2페이즈 / 페이즈당90A / Vcore출력합계 : 1440A / [메모리] 8000MHz (PC5-64000) / 4개 / 메모리 용량 : 최대 192GB / EXPO / [확장슬롯] PCIe버전 : PCIe5.0 , PCIe4.0 / PCIex16 : 1개 / PCIex16(at x4) : 1개 / [저장장치] M.2 : 4개 / SATA3 : 2개 / M.2 연결 : PCIe5.0 , PCIe4.0 , NVMe , PCIe 레인공유 / [후면단자] HDMI / DP / Type-C / USB4 40Gbps / USB3.x 10Gbps / USB3.x 5Gbps / RJ-45 / S/PDIF / 오디오잭 / BIOS플래시백 / 클리어CMOS / USB A타입 : 9개 / USB C타입 : 3개 / [랜/오디오] 유선랜 칩셋 : Intel / 2.5Gbps / RJ-45 : 1개 / 무선랜(Wi-Fi) / 블루투스 / 오디오 칩셋 : SupremeFX ALC4080 / 7.1채널(8ch) / [내부I/O] USB/팬 헤더 : USB3.0 헤더 , USB2.0 헤더 , USB3.2 Type C 헤더 , ARGB 5V 3핀 헤더 , CPU추가팬(OPT) 헤더 , 펌프전용 헤더 / 시스템팬 4핀 : 5개 / I/O 헤더 : 디버그LED , 프론트오디오AAFP 헤더 , 침입감지 헤더 , 온도 센서 / [특징] SPS(DrMOS) / 전원부 방열판 / M.2 히트싱크 / 일체형IO실드 / LED라이트 / UEFI 닫기",https://img.danuri.io/catalog-image/840/694/067/862aa906b9f54ceeb95c3495763e7951.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=67694840&cate=112751
48,ASUS,ASUS TUF Gaming B850-PLUS WIFI 인텍앤컴퍼니,"310,070","AMD(소켓AM5) / AMD B850 / DDR5 / VGA 연결 : PCIe5.0 x16 / ATX (30.5x24.4cm) / 전원부 : 14+2+1페이즈 / 페이즈당80A / Vcore출력합계 : 1120A / [메모리] 8000MHz (PC5-64000) / 4개 / 메모리 용량 : 최대 192GB / XMP / EXPO / [확장슬롯] PCIe버전 : PCIe5.0 , PCIe4.0 / PCIex16 : 1개 / PCIex16(at x4) : 1개 / PCIex1 : 2개 / [저장장치] M.2 : 3개 / SATA3 : 4개 / M.2 연결 : PCIe5.0 , PCIe4.0 , NVMe , PCIe 레인공유 / [후면단자] HDMI / DP / USB3.x 20Gbps / USB3.x 10Gbps / USB3.x 5Gbps / USB 2.0 / RJ-45 / 오디오잭 / BIOS플래시백 / USB A타입 : 9개 / USB C타입 : 1개 / [랜/오디오] 유선랜 칩셋 : Realtek / 2.5Gbps / RJ-45 : 1개 / 무선랜(Wi-Fi) / 블루투스 / 오디오 칩셋 : Realtek ALC1220P / 7.1채널(8ch) / [내부I/O] USB/팬 헤더 : USB4 헤더 , USB3.0 헤더 , USB2.0 헤더 , USB3.1 Type C 헤더 , CPU추가팬(OPT) 헤더 , 펌프전용 헤더 / 시스템팬 4핀 : 4개 / I/O 헤더 : 프론트오디오AAFP 헤더 / [특징] DrMOS / 전원부 방열판 / M.2 히트싱크 / 일체형IO실드 / LED라이트 / UEFI 닫기",https://img.danuri.io/catalog-image/911/460/077/b2fafbf2d2f14454b18503d811c8f479.jpg?shrink=130:130&_v=20260921110458,https://prod.danawa.com/info/?pcode=77460911&cate=112751
49,ASUS,ASUS TUF Gaming X870E-PLUS WIFI7 대원씨티에스,"403,150","AMD(소켓AM5) / AMD X870E / DDR5 / VGA 연결 : PCIe5.0 x16 / ATX (30.5x24.4cm) / 전원부 : 16+2+1페이즈 / 페이즈당80A / Vcore출력합계 : 1280A / [메모리] 8000MHz (PC5-64000) / 4개 / 메모리 용량 : 최대 256GB / EXPO / [확장슬롯] PCIe버전 : PCIe5.0 , PCIe4.0 / PCIex16 : 1개 / PCIex16(at x4) : 1개 / PCIex1 : 1개 / [저장장치] M.2 : 4개 / SATA3 : 4개 / M.2 연결 : PCIe5.0 , PCIe4.0 , NVMe , PCIe 레인공유 / [후면단자] HDMI / Type-C / USB4 40Gbps / USB3.x 10Gbps / USB3.x 5Gbps / USB 2.0 / RJ-45 / 오디오잭 / BIOS플래시백 / USB A타입 : 11개 / USB C타입 : 2개 / [랜/오디오] 유선랜 칩셋 : Realtek / 2.5Gbps / RJ-45 : 1개 / 무선랜(Wi-Fi) / 블루투스 / 오디오 칩셋 : Realtek ALC1220P / 7.1채널(8ch) / [내부I/O] USB/팬 헤더 : USB3.0 헤더 , USB2.0 헤더 , USB3.2 Type C 헤더 , ARGB 5V 3핀 헤더 , CPU추가팬(OPT) 헤더 , 펌프전용 헤더 / 시스템팬 4핀 : 4개 / I/O 헤더 : 디버그LED , 프론트오디오AAFP 헤더 , 침입감지 헤더 , 온도 센서 / [특징] SPS(DrMOS) / 전원부 방열판 / M.2 히트싱크 / 일체형IO실드 / LED라이트 / UEFI 닫기",https://img.danuri.io/catalog-image/923/288/099/8be6e28f1d6a4e9db5be06edcfc48dc8.jpg?shrink=130:130&_v=20260921080457,https://prod.danawa.com/info/?pcode=99288923&cate=112751
50,ASUS,ASUS ROG CROSSHAIR X870E APEX STCOM,"967,670","AMD(소켓AM5) / AMD X870E / DDR5 / VGA 연결 : PCIe5.0 x16 / ATX (30.5x24.4cm) / 전원부 : 18+2+2페이즈 / 페이즈당110A / Vcore출력합계 : 1980A / [메모리] 8200MHz (PC5-65600) / 2개 / 메모리 용량 : 최대 128GB / EXPO / [확장슬롯] PCIe버전 : PCIe5.0 , PCIe4.0 , PCIe3.0 / PCIex16 : 2개 (동시사용시 at x8) / PCIex4 : 1개 / PCIex1 : 1개 / [저장장치] M.2 : 5개 / SATA3 : 4개 / M.2 연결 : PCIe5.0 , PCIe4.0 , NVMe , DIMM.2 , PCIe 레인공유 / [후면단자] HDMI / Type-C / USB4 40Gbps / USB3.x 10Gbps / USB3.x 5Gbps / RJ-45 / S/PDIF / 오디오잭 / PS/2 / BIOS플래시백 / 클리어CMOS / USB A타입 : 7개 / USB C타입 : 3개 / [랜/오디오] 유선랜 칩셋 : Realtek / 5Gbps / RJ-45 : 1개 / 무선랜(Wi-Fi) / 블루투스 / 오디오 칩셋 : Realtek ALC4082 / 7.1채널(8ch) / [내부I/O] USB/팬 헤더 : USB3.0 헤더 , USB2.0 헤더 , USB3.2 Type C 헤더 , ARGB 5V 3핀 헤더 , CPU추가팬(OPT) 헤더 , 펌프전용 헤더 / 시스템팬 4핀 : 5개 / I/O 헤더 : 디버그LED , 프론트오디오AAFP 헤더 , 온도 센서 / [특징] DrMOS / 전원부 방열판 / M.2 히트싱크 / 일체형IO실드 / UEFI 닫기",https://img.danuri.io/catalog-image/469/971/092/cc223e97ccd54e93a47066e547c1d256.jpg?shrink=130:130&_v=20260921142539,https://prod.danawa.com/info/?pcode=92971469&cate=112751
51,ASUS,ASUS TUF Gaming B850M-PLUS WIFI7 W 인텍앤컴퍼니,"269,950","AMD(소켓AM5) / AMD B850 / DDR5 / VGA 연결 : PCIe5.0 x16 / M-ATX (24.4x24.4cm) / 전원부 : 14+2+1페이즈 / 페이즈당80A / Vcore출력합계 : 1120A / [메모리] 8000MHz (PC5-64000) / 4개 / 메모리 용량 : 최대 256GB / EXPO / [확장슬롯] PCIe버전 : PCIe5.0 , PCIe4.0 / PCIex16 : 1개 / PCIex1 : 1개 / [저장장치] M.2 : 3개 / SATA3 : 4개 / M.2 연결 : PCIe5.0 , PCIe4.0 , NVMe , PCIe 레인공유 / [후면단자] HDMI / DP / USB3.x 20Gbps / USB3.x 10Gbps / USB3.x 5Gbps / USB 2.0 / RJ-45 / 오디오잭 / BIOS플래시백 / USB A타입 : 11개 / USB C타입 : 1개 / [랜/오디오] 유선랜 칩셋 : Realtek / 2.5Gbps / RJ-45 : 1개 / 무선랜(Wi-Fi) / 블루투스 / 오디오 칩셋 : Realtek ALC1220P / 7.1채널(8ch) / [내부I/O] USB/팬 헤더 : USB3.0 헤더 , USB2.0 헤더 , USB3.1 Type C 헤더 , ARGB 5V 3핀 헤더 , CPU추가팬(OPT) 헤더 , 펌프전용 헤더 / 시스템팬 4핀 : 3개 / I/O 헤더 : 프론트오디오AAFP 헤더 , 침입감지 헤더 , COM포트 헤더 / [특징] DrMOS / 전원부 방열판 / M.2 히트싱크 / 일체형IO실드 / UEFI 닫기",https://img.danuri.io/catalog-image/935/184/101/25a8d747b2f14467aebcf6a09c43bc2f.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=101184935&cate=112751
52,ASUS,ASUS ROG CROSSHAIR X870E HERO STCOM,"1,017,610","AMD(소켓AM5) / AMD X870E / DDR5 / VGA 연결 : PCIe5.0 x16 / ATX (30.5x24.4cm) / 전원부 : 18+2+2페이즈 / 페이즈당110A / Vcore출력합계 : 1980A / [메모리] 8600MHz (PC5-68800) / 4개 / 메모리 용량 : 최대 256GB / EXPO / [확장슬롯] PCIe버전 : PCIe5.0 / PCIex16 : 2개 (동시사용시 at x8) / [저장장치] M.2 : 5개 / SATA3 : 4개 / M.2 연결 : PCIe5.0 , PCIe4.0 , NVMe , PCIe 레인공유 / [후면단자] HDMI / Type-C / USB4 40Gbps / USB3.x 10Gbps / RJ-45 / S/PDIF / 오디오잭 / BIOS플래시백 / 클리어CMOS / USB A타입 : 6개 / USB C타입 : 4개 / [랜/오디오] 유선랜 칩셋 : Realtek, Intel / 5Gbps, 2.5Gbps / RJ-45 : 2개 / 듀얼LAN / 무선랜(Wi-Fi) / 블루투스 / 오디오 칩셋 : Realtek ALC4082 / 7.1채널(8ch) / [내부I/O] USB/팬 헤더 : USB3.0 헤더 , USB2.0 헤더 , USB3.2 Type C 헤더 , ARGB 5V 3핀 헤더 , CPU추가팬(OPT) 헤더 , 펌프전용 헤더 / 시스템팬 4핀 : 4+1개 / I/O 헤더 : 디버그LED , 프론트오디오AAFP 헤더 , 온도 센서 / [특징] DrMOS / 전원부 방열판 / M.2 히트싱크 / 일체형IO실드 / LED라이트 / UEFI 닫기",https://img.danuri.io/catalog-image/456/694/067/87057c0d6c5c42d798e2616d4d53081f.jpg?shrink=130:130&_v=20260921080458,https://prod.danawa.com/info/?pcode=67694456&cate=112751
53,ASUS,ASUS ROG CROSSHAIR X870E DARK HERO STCOM,"1,115,700","AMD(소켓AM5) / AMD X870E / DDR5 / VGA 연결 : PCIe5.0 x16 / ATX (30.5x24.4cm) / 전원부 : 20+2+2페이즈 / 페이즈당110A / Vcore출력합계 : 2200A / [메모리] 8600MHz (PC5-68800) / 4개 / 메모리 용량 : 최대 256GB / EXPO / [확장슬롯] PCIe버전 : PCIe5.0 / PCIex16 : 2개 (동시사용시 at x8) / [저장장치] M.2 : 5개 / SATA3 : 4개 / M.2 연결 : PCIe5.0 , PCIe4.0 , NVMe , USB4 레인공유 / [후면단자] HDMI / Type-C / USB4 40Gbps / USB3.x 10Gbps / RJ-45 / S/PDIF / 오디오잭 / BIOS플래시백 / 클리어CMOS / USB A타입 : 6개 / USB C타입 : 5개 / [랜/오디오] 유선랜 칩셋 : Realtek / 10Gbps, 5Gbps / RJ-45 : 2개 / 듀얼LAN / 무선랜(Wi-Fi) / 블루투스 / 오디오 칩셋 : Realtek ALC4082 / 7.1채널(8ch) / [내부I/O] USB/팬 헤더 : USB3.0 헤더 , USB2.0 헤더 , USB3.2 Type C 헤더 , ARGB 5V 3핀 헤더 , CPU추가팬(OPT) 헤더 , 펌프전용 헤더 / 시스템팬 4핀 : 4개 / I/O 헤더 : 프론트오디오AAFP 헤더 , S/PDIF OUT 헤더 , 온도 센서 / [특징] DrMOS / 전원부 방열판 / M.2 히트싱크 / 일체형IO실드 / LED라이트 / UEFI 닫기",https://img.danuri.io/catalog-image/913/554/104/3f2f8f0532b84235ae4f2a8269b7ad0d.jpg?shrink=130:130&_v=20260921080456,https://prod.danawa.com/info/?pcode=104554913&cate=112751
54,ASUS,ASUS TUF Gaming X870-PRO WIFI7 W NEO STCOM,"406,500","AMD(소켓AM5) / AMD X870 / DDR5 / VGA 연결 : PCIe5.0 x16 / ATX (30.5x24.4cm) / 전원부 : 16+2+1페이즈 / 80A / Vcore출력합계 : 1280 / 메모리 8600MHz (PC5-68800) / 4개 / 메모리 용량 : 최대 256GB / XMP / EXPO / 확장슬롯 PCIe버전 : PCIe5.0 , PCIe4.0 / PCIex16 : 1개 / PCIex16(at x8) : 1개 / 저장장치 SATA3 : 2개 / M.2 : 4개 / M.2 연결 : PCIe5.0 , PCIe4.0 , NVMe , PCIe 레인공유 / 후면단자 HDMI / Type-C / USB4 40Gbps / USB3.x 10Gbps / USB3.x 5Gbps / RJ-45 / 오디오잭 / BIOS플래시백 / USB A타입 : 8개 / USB C타입 : 2개 / 랜/오디오 유선랜 칩셋 : Realtek / 5Gbps / RJ-45 : 1개 / 무선랜(Wi-Fi) / 블루투스 / 오디오 칩셋 : Realtek ALC1220P / 7.1채널(8ch) / 내부I/O USB/팬 헤더 : USB3.0 헤더 , USB2.0 헤더 , USB3.2 Type C 헤더 , ARGB 5V 3핀 헤더 , CPU추가팬(OPT) 헤더 , 펌프전용 헤더 / 시스템팬 4핀 : 4개 / I/O 헤더 : 프론트오디오AAFP 헤더 , 침입감지 헤더 , COM포트 헤더 , S/PDIF OUT 헤더 , 온도 센서 / 특징 SPS(DrMOS) / 일체형IO실드 / UEFI 닫기",https://img.danuri.io/catalog-image/357/621/122/03ddbe5b864c4d01bb56f27781c526d1.jpeg?shrink=130:130&_v=20260921140254,https://prod.danawa.com/info/?pcode=122621357&cate=112751
55,ASUS,ASUS ROG STRIX X870-I GAMING WIFI STCOM,"745,990","AMD(소켓AM5) / AMD X870 / DDR5 / VGA 연결 : PCIe5.0 x16 / M-iTX (17.0x17.0cm) / 전원부 : 10+2+1페이즈 / 페이즈당110A / Vcore출력합계 : 1100A / [메모리] 8600MHz (PC5-68800) / 2개 / 메모리 용량 : 최대 128GB / EXPO / [확장슬롯] PCIe버전 : PCIe5.0 / PCIex16 : 1개 / [저장장치] M.2 : 2개 / SATA3 : 2개 / M.2 연결 : PCIe5.0 , PCIe4.0 , NVMe / [후면단자] HDMI / Type-C / USB4 40Gbps / USB3.x 10Gbps / USB3.x 5Gbps / RJ-45 / BIOS플래시백 / 클리어CMOS / USB A타입 : 7개 / USB C타입 : 3개 / [랜/오디오] 유선랜 칩셋 : Intel / 2.5Gbps / RJ-45 : 1개 / 무선랜(Wi-Fi) / 블루투스 / 오디오 칩셋 : ESS SABRE9260Q / [내부I/O] USB/팬 헤더 : USB3.0 헤더 , USB3.1 Type C 헤더 , ARGB 5V 3핀 헤더 , 펌프전용 헤더 / 시스템팬 4핀 : 1개 / I/O 헤더 : 온도 센서 / [특징] SPS(DrMOS) / 전원부 방열판 / M.2 히트싱크 / 일체형IO실드 / UEFI / 추가 구성품: ROG STRIX HIVE II (USB 타입A 10Gbps + 타입C 10Gbps, 헤드폰단자, 파워버튼, 볼륨노브 및 디버그LED) / ROG FPS 카드(SATA 6Gbps x2, USB 2.0 헤더 x2) 닫기",https://img.danuri.io/catalog-image/948/976/067/3ad14febf8684481946832ee4057d567.jpg?shrink=130:130&_v=20260921142703,https://prod.danawa.com/info/?pcode=67976948&cate=112751
56,ASUS,ASUS PRO WS B850M-ACE SE STCOM,"622,480","AMD(소켓AM5) / AMD B850 / DDR5 / VGA 연결 : PCIe5.0 x16 / M-ATX (24.4x24.4cm) / 전원부 : 8+2+1페이즈 / 80A / Vcore출력합계 : 640 / [메모리] 8000MHz (PC5-64000) / 4개 / 메모리 용량 : 최대 256GB / EXPO / [확장슬롯] PCIe버전 : PCIe5.0 , PCIe4.0 / PCIex16 : 1개 / PCIex16(at x4) : 1개 / [저장장치] SATA3 : 4개 / U.2 : 1개 / M.2 : 2개 / M.2 연결 : PCIe5.0 , NVMe / [후면단자] HDMI / DP / D-SUB / USB3.x 10Gbps / USB 2.0 / RJ-45 / 오디오잭 / 클리어CMOS / USB A타입 : 5개 / USB C타입 : 2개 / [랜/오디오] 유선랜 칩셋 : Realtek / 10Gbps, 2.5Gbps, 1Gbps / RJ-45 : 3개 / 듀얼LAN / IPMI(BMC)관리단자 / [내부I/O] USB/팬 헤더 : USB4 헤더 , USB3.0 헤더 , USB2.0 헤더 , USB3.2 Type C 헤더 , CPU추가팬(OPT) 헤더 , 펌프전용 헤더 / 시스템팬 4핀 : 3개 / I/O 헤더 : TPM 헤더 , 디버그LED , 프론트오디오AAFP 헤더 , 침입감지 헤더 , COM포트 헤더 / [특징] 전원부 방열판 / M.2 히트싱크 닫기",https://img.danuri.io/catalog-image/676/913/099/deb042bf4dba44df94041a5d342ff564.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=99913676&cate=112751
57,ASUS,ASUS ROG STRIX B850-F GAMING WIFI7 NEO 인텍앤컴퍼니,"441,430","AMD(소켓AM5) / AMD B850 / DDR5 / VGA 연결 : PCIe5.0 x16 / ATX (30.5x24.4cm) / 전원부 : 16+2+2페이즈 / 80A / Vcore출력합계 : 1280 / [메모리] 9000MHz (PC5-72000) / 4개 / 메모리 용량 : 최대 256GB / EXPO / [확장슬롯] PCIe버전 : PCIe5.0 , PCIe4.0 / PCIex16 : 1개 / PCIex16(at x4) : 1개 / [저장장치] SATA3 : 2개 / M.2 : 4개 / M.2 연결 : PCIe5.0 , PCIe4.0 , NVMe , PCIe 레인공유 / [후면단자] HDMI / USB3.x 20Gbps / USB3.x 10Gbps / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / BIOS플래시백 / 클리어CMOS / USB A타입 : 9개 / USB C타입 : 3개 / [랜/오디오] 유선랜 칩셋 : Realtek / 5Gbps / RJ-45 : 1개 / 무선랜(Wi-Fi) / 블루투스 / 오디오 칩셋 : SupremeFX ALC4080 / 7.1채널(8ch) / [내부I/O] USB/팬 헤더 : USB4 헤더 , USB3.0 헤더 , USB2.0 헤더 , USB3.1 Type C 헤더 , CPU추가팬(OPT) 헤더 , 펌프전용 헤더 / 시스템팬 4핀 : 4개 / I/O 헤더 : 디버그LED , 프론트오디오AAFP 헤더 , 온도 센서 / [특징] 전원부 방열판 / M.2 히트싱크 / 일체형IO실드 / UEFI 닫기",https://img.danuri.io/catalog-image/559/663/122/640a3a3658db4576ba48fd6794f721ab.jpeg?shrink=130:130&_v=20260921080457,https://prod.danawa.com/info/?pcode=122663559&cate=112751
58,ASUS,ASUS ROG CROSSHAIR X870E EXTREME 대원씨티에스,"1,449,000","AMD(소켓AM5) / AMD X870E / DDR5 / VGA 연결 : PCIe5.0 x16 / E-ATX (30.5x27.7cm) / 전원부 : 20+2+2페이즈 / 페이즈당110A / Vcore출력합계 : 2200A / [메모리] 8200MHz (PC5-65600) / 4개 / 메모리 용량 : 최대 256GB / EXPO / [확장슬롯] PCIe버전 : PCIe5.0 / PCIex16 : 2개 (동시사용시 at x8) / [저장장치] M.2 : 5개 / SATA3 : 4개 / M.2 연결 : PCIe5.0 , PCIe4.0 , NVMe , DIMM.2 , PCIe 레인공유 / [후면단자] HDMI / Type-C / USB4 40Gbps / USB3.x 10Gbps / RJ-45 / S/PDIF / 오디오잭 / BIOS플래시백 / 클리어CMOS / USB A타입 : 8개 / USB C타입 : 4개 / [랜/오디오] 유선랜 칩셋 : Marvell, Realtek / 10Gbps, 5Gbps / RJ-45 : 2개 / 듀얼LAN / 무선랜(Wi-Fi) / 블루투스 / 오디오 칩셋 : Realtek ALC4082 / 7.1채널(8ch) / [내부I/O] USB/팬 헤더 : USB3.0 헤더 , USB2.0 헤더 , USB3.2 Type C 헤더 , USB3.1 Type C 헤더 , ARGB 5V 3핀 헤더 , ARGB 6핀 헤더 , CPU추가팬(OPT) 헤더 , 펌프전용 헤더 / 시스템팬 4핀 : 4개 / I/O 헤더 : 디버그LED , 프론트오디오AAFP 헤더 , 온도 센서 / [특징] DrMOS / 전원부 방열판 / M.2 히트싱크 / 일체형IO실드 / LCD(커스텀) / UEFI 닫기",https://img.danuri.io/catalog-image/430/022/093/2654b328d08646c793ebd940644fd742.jpg?shrink=130:130&_v=20260921082629,https://prod.danawa.com/info/?pcode=93022430&cate=112751
59,ASUS,ASUS B850M MAX GAMING WIFI 대원씨티에스,"181,200","AMD(소켓AM5) / AMD B850 / DDR5 / VGA 연결 : PCIe5.0 x16 / M-ATX (24.4x24.4cm) / 전원부 : 8+2+1페이즈 / [메모리] 8000MHz (PC5-64000) / 4개 / 메모리 용량 : 최대 256GB / EXPO / [확장슬롯] PCIe버전 : PCIe5.0 , PCIe4.0 / PCIex16 : 1개 / PCIex16(at x1) : 3개 / [저장장치] M.2 : 3개 / SATA3 : 4개 / M.2 연결 : PCIe5.0 , PCIe4.0 , NVMe / [후면단자] HDMI / DP / USB3.x 10Gbps / USB3.x 5Gbps / USB 2.0 / RJ-45 / 오디오잭 / BIOS플래시백 / USB A타입 : 8개 / USB C타입 : 1개 / [랜/오디오] 유선랜 칩셋 : Realtek / 1Gbps / RJ-45 : 1개 / 무선랜(Wi-Fi) / 블루투스 / 오디오 칩셋 : Realtek / 7.1채널(8ch) / [내부I/O] USB/팬 헤더 : USB3.0 헤더 , USB2.0 헤더 , USB3.0 Type C 헤더 , CPU추가팬(OPT) 헤더 , 펌프전용 헤더 / 시스템팬 4핀 : 4개 / I/O 헤더 : TPM 헤더 , 프론트오디오AAFP 헤더 , 침입감지 헤더 , COM포트 헤더 , S/PDIF OUT 헤더 / [특징] 전원부 방열판 / 일체형IO실드 / UEFI 닫기",https://img.danuri.io/catalog-image/258/071/093/52edb204012946be8c66ec9863cac619.jpg?shrink=130:130&_v=20260921095800,https://prod.danawa.com/info/?pcode=93071258&cate=112751
60,ASUS,ASUS ROG CROSSHAIR 2006 STCOM,"1,244,960","AMD(소켓AM5) / AMD X870E / DDR5 / VGA 연결 : PCIe5.0 x16 / ATX (30.5x24.4cm) / 메모리 8600MHz (PC5-68800) / 4개 / 메모리 용량 : 최대 256GB / EXPO / 확장슬롯 PCIe버전 : PCIe5.0 / PCIex16 : 2개 (동시사용시 at x8) / 저장장치 SATA3 : 4개 / M.2 : 5개 / M.2 연결 : PCIe5.0 , PCIe4.0 , NVMe , USB4 레인공유 / 후면단자 HDMI / Type-C / USB4 40Gbps / USB3.x 10Gbps / RJ-45 / S/PDIF / 오디오잭 / BIOS플래시백 / 클리어CMOS / USB A타입 : 6개 / USB C타입 : 5개 / 랜/오디오 유선랜 칩셋 : Realtek / 10Gbps, 5Gbps / RJ-45 : 2개 / 듀얼LAN / 무선랜(Wi-Fi) / 블루투스 / 오디오 칩셋 : Realtek ALC4082 / 7.1채널(8ch) / 내부I/O USB/팬 헤더 : USB3.0 헤더 , USB2.0 헤더 , USB3.2 Type C 헤더 , ARGB 5V 3핀 헤더 , CPU추가팬(OPT) 헤더 , 펌프전용 헤더 / 시스템팬 4핀 : 4개 / I/O 헤더 : 프론트오디오AAFP 헤더 , S/PDIF OUT 헤더 , 온도 센서 / 특징 DrMOS / 전원부 방열판 / M.2 히트싱크 / 일체형IO실드 / LED라이트 / UEFI 닫기",https://img.danuri.io/catalog-image/875/690/122/e3455280334f44d8a238a788c5593a1d.jpeg?shrink=130:130&_v=20260921080441,https://prod.danawa.com/info/?pcode=122690875&cate=112751
61,ASUS,ASUS ProArt B850-CREATOR WIFI NEO STCOM,"403,210","AMD(소켓AM5) / AMD B850 / DDR5 / VGA 연결 : PCIe5.0 x16 / ATX (30.5x24.4cm) / 전원부 : 14+2+1페이즈 / 80A / Vcore출력합계 : 1120 / [메모리] 8000MHz (PC5-64000) / 4개 / 메모리 용량 : 최대 256GB / XMP / EXPO / [확장슬롯] PCIe버전 : PCIe5.0 , PCIe4.0 / PCIex16 : 1개 / PCIex16(at x8) : 1개 / PCIex16(at x4) : 1개 / PCIex1 : 1개 / [저장장치] SATA3 : 4개 / M.2 : 3개 / M.2 연결 : PCIe5.0 , PCIe4.0 , NVMe / [후면단자] HDMI / DP / Type-C / USB3.x 10Gbps / USB3.x 5Gbps / USB 2.0 / RJ-45 / 오디오잭 / BIOS플래시백 / USB A타입 : 6개 / USB C타입 : 2개 / [랜/오디오] 유선랜 칩셋 : Realtek / 5Gbps / RJ-45 : 2개 / 무선랜(Wi-Fi) / 블루투스 / 오디오 칩셋 : Realtek RTL8922AE / 7.1채널(8ch) / [내부I/O] USB/팬 헤더 : USB3.0 헤더 , USB2.0 헤더 , USB3.2 Type C 헤더 , ARGB 5V 3핀 헤더 , CPU추가팬(OPT) 헤더 , 펌프전용 헤더 / 시스템팬 4핀 : 4개 / I/O 헤더 : TPM 헤더 , 프론트오디오AAFP 헤더 / [특징] DrMOS / 전원부 방열판 / M.2 히트싱크 / 일체형IO실드 / UEFI 닫기",https://img.danuri.io/catalog-image/803/670/122/71f5d1e7dc53402e865035e6952b9387.jpeg?shrink=130:130&_v=20260920080524,https://prod.danawa.com/info/?pcode=122670803&cate=112751
62,ASUS,ASUS ROG STRIX X870E-A GAMING WIFI7 NEO 인텍앤컴퍼니,"657,290","AMD(소켓AM5) / AMD X870E / DDR5 / VGA 연결 : PCIe5.0 x16 / ATX (30.5x24.4cm) / 전원부 : 18+2+2페이즈 / 110A / Vcore출력합계 : 1980 / 메모리 9600MHz (PC5-76800) / 4개 / 메모리 용량 : 최대 256GB / XMP / EXPO / 확장슬롯 PCIe버전 : PCIe5.0 , PCIe4.0 / PCIex16 : 1개 / PCIex16(at x4) : 1개 / 저장장치 SATA3 : 4개 / M.2 : 4개 / M.2 연결 : PCIe5.0 , PCIe4.0 , NVMe , PCIe 레인공유 / 후면단자 HDMI / Type-C / USB4 40Gbps / USB3.x 10Gbps / RJ-45 / S/PDIF / 오디오잭 / BIOS플래시백 / 클리어CMOS / USB A타입 : 9개 / USB C타입 : 3개 / 랜/오디오 유선랜 칩셋 : Realtek / 5Gbps / RJ-45 : 1개 / 무선랜(Wi-Fi) / 블루투스 / 오디오 칩셋 : SupremeFX ALC4080 / 7.1채널(8ch) / 내부I/O USB/팬 헤더 : USB3.0 헤더 , USB2.0 헤더 , ARGB 5V 3핀 헤더 , CPU추가팬(OPT) 헤더 , 펌프전용 헤더 / 시스템팬 4핀 : 5개 / I/O 헤더 : 디버그LED , 프론트오디오AAFP 헤더 , 온도 센서 / 특징 SPS(DrMOS) / 전원부 방열판 / M.2 히트싱크 / 일체형IO실드 / LED라이트 / UEFI 닫기",https://img.danuri.io/catalog-image/659/663/122/5d6f8fb8e40b40b5859fb0065c81313c.jpeg?shrink=130:130&_v=20260921080456,https://prod.danawa.com/info/?pcode=122663659&cate=112751
