번호,제조사,제품명,가격,세부스펙,이미지,상품주소
67,인텔,인텔 코어i7-13세대 13700 (랩터레이크),"582,440","인텔(소켓1700) / P8+E8코어 / 16+8스레드 / 메모리 규격 : DDR5, DDR4 / 내장그래픽:탑재 / 10nm(인텔7) / 기본 클럭 : 2.1GHz / 최대 클럭 : 5.2GHz / L2 캐시 : 24MB / L3 캐시 : 30MB / PBP-MTP : 65-219W / PCIe5.0, 4.0 / 5600, 3200MHz / 인텔 UHD 770 / 기술 지원 : SMT(하이퍼스레딩) , 인텔 XTU , 인텔 퀵싱크 , 인텔 딥러닝부스트 / 쿨러 : 기본형 벌크쿨러 닫기",https://img.danuri.io/catalog-image/751/703/018/2c97b9008b12412191a6e79eea8283c6.jpg?shrink=130:130&_v=20260921080622,https://prod.danawa.com/info/?pcode=18703751&cate=112747
68,인텔,인텔 코어i5-13세대 13600 (랩터레이크),"336,710","인텔(소켓1700) / P6+E8코어 / 20스레드 / 메모리 규격 : DDR5, DDR4 / 내장그래픽:탑재 / 10nm(인텔7) / 기본 클럭 : 2.7GHz / 최대 클럭 : 5.0GHz / L2 캐시 : 11.5MB / L3 캐시 : 24MB / PBP-MTP : 65-154W / PCIe5.0, 4.0 / 4800, 3200MHz / 인텔 UHD 770 / 기술 지원 : SMT(하이퍼스레딩) , 인텔 딥러닝부스트 / 쿨러 : 미포함 닫기",https://img.danuri.io/catalog-image/350/125/103/516cac1793c04329a78f8c2b04e392a7.jpg?shrink=130:130&_v=20260921080458,https://prod.danawa.com/info/?pcode=103125350&cate=112747
69,인텔,인텔 코어i3-13세대 13100F (랩터레이크),"208,000","인텔(소켓1700) / 4코어 / 8스레드 / 메모리 규격 : DDR5, DDR4 / 내장그래픽:미탑재 / 10nm(인텔7) / 기본 클럭 : 3.4GHz / 최대 클럭 : 4.5GHz / L2 캐시 : 5MB / L3 캐시 : 12MB / PBP-MTP : 58-89W / PCIe5.0, 4.0 / 4800, 3200MHz / 기술 지원 : SMT(하이퍼스레딩) , 인텔 XTU , 인텔 딥러닝부스트 / 쿨러 : 기본형 벌크쿨러 닫기",https://img.danuri.io/catalog-image/614/702/018/c84602ba1dad4fc89b84302f353d348d.jpg?shrink=130:130&_v=20260921080622,https://prod.danawa.com/info/?pcode=18702614&cate=112747
70,인텔,인텔 코어i9-13세대 13900KS (랩터레이크),"1,100,000","인텔(소켓1700) / P8+E16코어 / 16+16스레드 / 메모리 규격 : DDR5, DDR4 / 내장그래픽:탑재 / 10nm(인텔7) / 기본 클럭 : 3.2GHz / 최대 클럭 : 6.0GHz / L2 캐시 : 32MB / L3 캐시 : 36MB / PBP-MTP : 150-253W / PCIe5.0, 4.0 / 5600, 3200MHz / 인텔 UHD 770 / 기술 지원 : SMT(하이퍼스레딩) , 인텔 XTU , 인텔 딥러닝부스트 / 쿨러 : 미포함 닫기",https://img.danuri.io/catalog-image/844/925/018/ca976017c96f4a44a1ce86617c1c8b92.jpg?shrink=130:130&_v=20260916080408,https://prod.danawa.com/info/?pcode=18925844&cate=112747
71,인텔,인텔 코어i9-13세대 13900T (랩터레이크),"971,490","인텔(소켓1700) / P8+E16코어 / 16+16스레드 / 메모리 규격 : DDR5, DDR4 / 내장그래픽:탑재 / 10nm(인텔7) / 기본 클럭 : 1.1GHz / 최대 클럭 : 5.3GHz / L2 캐시 : 32MB / L3 캐시 : 36MB / PBP-MTP : 35-106W / PCIe5.0, 4.0 / 5600, 3200MHz / 인텔 UHD 770 / 기술 지원 : SMT(하이퍼스레딩) , 인텔 XTU , 인텔 딥러닝부스트 / 쿨러 : 미포함 닫기",https://img.danuri.io/catalog-image/705/710/018/d10a1a0a69d74e86bf8a7d205a63b5ce.jpg?shrink=130:130&_v=20260921142539,https://prod.danawa.com/info/?pcode=18710705&cate=112747
72,인텔,인텔 코어i7-13세대 13700T (랩터레이크),"760,990","인텔(소켓1700) / P8+E8코어 / 16+8스레드 / 메모리 규격 : DDR5, DDR4 / 내장그래픽:탑재 / 10nm(인텔7) / 기본 클럭 : 1.4GHz / 최대 클럭 : 4.9GHz / L2 캐시 : 24MB / L3 캐시 : 30MB / PBP-MTP : 35-106W / PCIe5.0, 4.0 / 5600, 3200MHz / 인텔 UHD 770 / 기술 지원 : SMT(하이퍼스레딩) / 쿨러 : 미포함 닫기",https://img.danuri.io/catalog-image/336/665/018/c5412d069503499597e02b5bfbade172.jpg?shrink=130:130&_v=20260915080515,https://prod.danawa.com/info/?pcode=18665336&cate=112747
73,인텔,인텔 코어i5-13세대 13500T (랩터레이크),"477,990","인텔(소켓1700) / P6+E8코어 / 12+8스레드 / 메모리 규격 : DDR5, DDR4 / 내장그래픽:탑재 / 10nm(인텔7) / 기본 클럭 : 1.6GHz / 최대 클럭 : 4.6GHz / L2 캐시 : 11.5MB / L3 캐시 : 24MB / PBP-MTP : 35-92W / PCIe5.0, 4.0 / 4800, 3200MHz / 인텔 UHD 770 / 기술 지원 : SMT(하이퍼스레딩) / 쿨러 : 미포함 닫기",https://img.danuri.io/catalog-image/261/665/018/fc8258b24eed49ecbe1df8c944dca52a.jpg?shrink=130:130&_v=20260917080534,https://prod.danawa.com/info/?pcode=18665261&cate=112747
74,인텔,인텔 코어i3-13세대 13100T (랩터레이크),"477,990","인텔(소켓1700) / 4코어 / 8스레드 / 메모리 규격 : DDR5, DDR4 / 내장그래픽:탑재 / 10nm(인텔7) / 기본 클럭 : 2.5GHz / 최대 클럭 : 4.2GHz / L2 캐시 : 5MB / L3 캐시 : 12MB / PBP-MTP : 35-69W / PCIe5.0, 4.0 / 4800, 3200MHz / 인텔 UHD 730 / 기술 지원 : SMT(하이퍼스레딩) / 쿨러 : 미포함 닫기",https://img.danuri.io/catalog-image/090/665/018/1a3536a122d444718064401d0f914404.jpg?shrink=130:130&_v=20260915080533,https://prod.danawa.com/info/?pcode=18665090&cate=112747
75,인텔,인텔 코어i5-14세대 14400F (랩터레이크 리프레시),"232,690","인텔(소켓1700) / P6+E4코어 / 12+4스레드 / 메모리 규격 : DDR5, DDR4 / 내장그래픽:미탑재 / 10nm(인텔7) / 기본 클럭 : 2.5GHz / 최대 클럭 : 4.7GHz / L2 캐시 : 9.5MB / L3 캐시 : 20MB / PBP-MTP : 65-148W / PCIe5.0, 4.0 / 4800, 3200MHz / 기술 지원 : SMT(하이퍼스레딩) , 인텔 딥러닝부스트 / 쿨러 : 인텔 기본쿨러 포함 / 시네벤치R23(싱글) : 1790 / 시네벤치R23(멀티) : 17804 닫기",https://img.danuri.io/catalog-image/634/555/076/ab130cd78017482facccc38b49de78e5.jpg?shrink=130:130&_v=20260921124113,https://prod.danawa.com/info/?pcode=76555634&cate=112747
76,인텔,인텔 코어i5-14세대 14600KF (랩터레이크 리프레시),"296,980","인텔(소켓1700) / P6+E8코어 / 12+8스레드 / 메모리 규격 : DDR5, DDR4 / 내장그래픽:미탑재 / 10nm(인텔7) / 기본 클럭 : 3.5GHz / 최대 클럭 : 5.3GHz / L2 캐시 : 20MB / L3 캐시 : 24MB / PBP-MTP : 125-181W / PCIe5.0, 4.0 / 5600, 3200MHz / 기술 지원 : SMT(하이퍼스레딩) , 인텔 XTU , 인텔 퀵싱크 , 인텔 딥러닝부스트 / 쿨러 : 미포함 / 시네벤치R23(싱글) : 2054 / 시네벤치R23(멀티) : 24086 닫기",https://img.danuri.io/catalog-image/685/555/076/8a6d2c3e1859495999b726358e44aa13.jpg?shrink=130:130&_v=20260921124733,https://prod.danawa.com/info/?pcode=76555685&cate=112747
77,인텔,인텔 코어i5-14세대 14600K (랩터레이크 리프레시),"340,150","인텔(소켓1700) / P6+E8코어 / 12+8스레드 / 메모리 규격 : DDR5, DDR4 / 내장그래픽:탑재 / 10nm(인텔7) / 기본 클럭 : 3.5GHz / 최대 클럭 : 5.3GHz / L2 캐시 : 20MB / L3 캐시 : 24MB / PBP-MTP : 125-181W / PCIe5.0, 4.0 / 5600, 3200MHz / 인텔 UHD 770 / 기술 지원 : SMT(하이퍼스레딩) , 인텔 XTU , 인텔 퀵싱크 , 인텔 딥러닝부스트 / 쿨러 : 미포함 / 시네벤치R23(싱글) : 2069 / 시네벤치R23(멀티) : 25159 / 출시가: 319달러 (VAT별도) 닫기",https://img.danuri.io/catalog-image/654/799/028/38b3d57cd5814fdb82f9f83ed3744db3.jpg?shrink=130:130&_v=20260921130748,https://prod.danawa.com/info/?pcode=28799654&cate=112747
78,인텔,인텔 코어i5-14세대 14400 (랩터레이크 리프레시),"296,050","인텔(소켓1700) / P6+E4코어 / 12+4스레드 / 메모리 규격 : DDR5, DDR4 / 내장그래픽:탑재 / 10nm(인텔7) / 기본 클럭 : 2.5GHz / 최대 클럭 : 4.7GHz / L2 캐시 : 9.5MB / L3 캐시 : 20MB / PBP-MTP : 65-148W / PCIe5.0, 4.0 / 4800, 3200MHz / 인텔 UHD 730 / 기술 지원 : SMT(하이퍼스레딩) , 인텔 퀵싱크 , 인텔 딥러닝부스트 / 쿨러 : 인텔 기본쿨러 포함 / 시네벤치R23(싱글) : 1796 / 시네벤치R23(멀티) : 17802 / 출시가: 221달러 (VAT별도) 닫기",https://img.danuri.io/catalog-image/580/038/032/fedc01f6d2aa4138987969d7d6a649b1.jpg?shrink=130:130&_v=20260921133838,https://prod.danawa.com/info/?pcode=32038580&cate=112747
79,인텔,인텔 코어i3-14세대 14100 (랩터레이크 리프레시),"195,990","인텔(소켓1700) / P4코어 / 8스레드 / 메모리 규격 : DDR5, DDR4 / 탑재 / 10nm(인텔7) / 기본 클럭 : 3.5GHz / 최대 클럭 : 4.7GHz / L2 캐시 : 5MB / L3 캐시 : 12MB / PBP-MTP : 60-110W / PCIe5.0, 4.0 / 4800, 3200MHz / 인텔 UHD 730 / 기술 지원 : SMT(하이퍼스레딩) , 인텔 퀵싱크 , 인텔 딥러닝부스트 / 쿨러 : 인텔 기본쿨러 포함 / 시네벤치R23(싱글) : 1733 / 시네벤치R23(멀티) : 9285 / 출시가: 134달러 (VAT별도) 닫기",https://img.danuri.io/catalog-image/820/038/032/d4b05004d47248c2be63458fe341c611.jpg?shrink=130:130&_v=20260921124749,https://prod.danawa.com/info/?pcode=32038820&cate=112747
80,인텔,인텔 코어i9-14세대 14900K (랩터레이크 리프레시),"820,480","인텔(소켓1700) / P8+E16코어 / 16+16스레드 / 메모리 규격 : DDR5, DDR4 / 내장그래픽:탑재 / 10nm(인텔7) / 기본 클럭 : 3.2GHz / 최대 클럭 : 6.0GHz / L2 캐시 : 32MB / L3 캐시 : 36MB / PBP-MTP : 125-253W / PCIe5.0, 4.0 / 5600, 3200MHz / 인텔 UHD 770 / 기술 지원 : SMT(하이퍼스레딩) , 인텔 XTU , 인텔 퀵싱크 , 인텔 딥러닝부스트 / 쿨러 : 미포함 / 시네벤치R23(싱글) : 2277 / 시네벤치R23(멀티) : 40146 / 출시가: 589달러 (VAT별도) 닫기",https://img.danuri.io/catalog-image/964/798/028/96dc699919324998899285c7ad5dfc3e.jpg?shrink=130:130&_v=20260921080454,https://prod.danawa.com/info/?pcode=28798964&cate=112747
81,인텔,인텔 코어i5-14세대 14500 (랩터레이크 리프레시),"363,440","인텔(소켓1700) / P6+E8코어 / 12+8스레드 / 메모리 규격 : DDR5, DDR4 / 내장그래픽:탑재 / 10nm(인텔7) / 기본 클럭 : 2.6GHz / 최대 클럭 : 5.0GHz / L2 캐시 : 11.5MB / L3 캐시 : 24MB / PBP-MTP : 65-154W / PCIe5.0, 4.0 / 4800, 3200MHz / 인텔 UHD 770 / 기술 지원 : SMT(하이퍼스레딩) , 인텔 퀵싱크 , 인텔 딥러닝부스트 / 쿨러 : 인텔 기본쿨러 포함 / 시네벤치R23(싱글) : 1934 / 시네벤치R23(멀티) : 22045 / 출시가: 232달러 (VAT별도) 닫기",https://img.danuri.io/catalog-image/256/038/032/6496148c064e400390cab8666296cd72.jpg?shrink=130:130&_v=20260921080455,https://prod.danawa.com/info/?pcode=32038256&cate=112747
82,인텔,인텔 코어i7-14세대 14700 (랩터레이크 리프레시),"572,490","인텔(소켓1700) / P8+E12코어 / 16+12스레드 / 메모리 규격 : DDR5, DDR4 / 탑재 / 10nm(인텔7) / 기본 클럭 : 2.1GHz / 최대 클럭 : 5.4GHz / L2 캐시 : 28MB / L3 캐시 : 33MB / PBP-MTP : 65-219W / PCIe5.0, 4.0 / 5600, 3200MHz / 인텔 UHD 770 / 기술 지원 : SMT(하이퍼스레딩) , 인텔 XTU , 인텔 퀵싱크 , 인텔 딥러닝부스트 / 쿨러 : 인텔 기본쿨러 포함 / 시네벤치R23(싱글) : 2077 / 시네벤치R23(멀티) : 31928 / 출시가: 384달러 (VAT별도) 닫기",https://img.danuri.io/catalog-image/001/038/032/89f3a4b784fc4ffa88e8ab3425f890b9.jpg?shrink=130:130&_v=20260921133043,https://prod.danawa.com/info/?pcode=32038001&cate=112747
83,인텔,인텔 코어i7-14세대 14700F (랩터레이크 리프레시),"534,700","인텔(소켓1700) / P8+E12코어 / 16+12스레드 / 메모리 규격 : DDR5, DDR4 / 미탑재 / 10nm(인텔7) / 기본 클럭 : 2.1GHz / 최대 클럭 : 5.4GHz / L2 캐시 : 28MB / L3 캐시 : 33MB / PBP-MTP : 65-219W / PCIe5.0, 4.0 / 5600, 3200MHz / 기술 지원 : SMT(하이퍼스레딩) , 인텔 XTU , 인텔 퀵싱크 , 인텔 딥러닝부스트 / 쿨러 : 인텔 기본쿨러 포함 / 시네벤치R23(싱글) : 2091 / 시네벤치R23(멀티) : 32090 / 출시가: 359달러 (VAT별도) 닫기",https://img.danuri.io/catalog-image/936/156/032/8c5408962e284c9eb279b53934b68d84.jpg?shrink=130:130&_v=20260921133118,https://prod.danawa.com/info/?pcode=32156936&cate=112747
84,인텔,인텔 코어i7-14세대 14700KF (랩터레이크 리프레시),"491,160","인텔(소켓1700) / P8+E12코어 / 16+12스레드 / 메모리 규격 : DDR5, DDR4 / 내장그래픽:미탑재 / 10nm(인텔7) / 기본 클럭 : 3.4GHz / 최대 클럭 : 5.6GHz / L2 캐시 : 28MB / L3 캐시 : 33MB / PBP-MTP : 125-253W / PCIe5.0, 4.0 / 5600, 3200MHz / 기술 지원 : SMT(하이퍼스레딩) , 인텔 XTU , 인텔 퀵싱크 , 인텔 딥러닝부스트 / 쿨러 : 미포함 / 시네벤치R23(싱글) : 2145 / 시네벤치R23(멀티) : 35218 / 출시가: 384달러 (VAT별도) 닫기",https://img.danuri.io/catalog-image/498/799/028/3f8b616dc99a4c3cb07a2c2d1eff9b37.jpg?shrink=130:130&_v=20260921110303,https://prod.danawa.com/info/?pcode=28799498&cate=112747
85,인텔,인텔 코어i3-14세대 14100F (랩터레이크 리프레시),"152,080","인텔(소켓1700) / P4코어 / 8스레드 / 메모리 규격 : DDR5, DDR4 / 내장그래픽:미탑재 / 10nm(인텔7) / 기본 클럭 : 3.5GHz / 최대 클럭 : 4.7GHz / L2 캐시 : 5MB / L3 캐시 : 12MB / PBP-MTP : 58-110W / PCIe5.0, 4.0 / 4800, 3200MHz / 기술 지원 : SMT(하이퍼스레딩) , 인텔 딥러닝부스트 / 쿨러 : 인텔 기본쿨러 포함 / 시네벤치R23(싱글) : 1724 / 시네벤치R23(멀티) : 9348 / 출시가: 109달러 (VAT별도) 닫기",https://img.danuri.io/catalog-image/895/038/032/4bbab872688149088c77e2cfb57b5182.jpg?shrink=130:130&_v=20260921111923,https://prod.danawa.com/info/?pcode=32038895&cate=112747
86,인텔,인텔 코어i9-14세대 14900KF (랩터레이크 리프레시),"711,120","인텔(소켓1700) / P8+E16코어 / 16+16스레드 / 메모리 규격 : DDR5, DDR4 / 내장그래픽:미탑재 / 10nm(인텔7) / 기본 클럭 : 3.2GHz / 최대 클럭 : 6.0GHz / L2 캐시 : 32MB / L3 캐시 : 36MB / PBP-MTP : 125-253W / PCIe5.0, 4.0 / 5600, 3200MHz / 기술 지원 : SMT(하이퍼스레딩) , 인텔 XTU , 인텔 퀵싱크 , 인텔 딥러닝부스트 / 쿨러 : 미포함 / 시네벤치R23(싱글) : 2268 / 시네벤치R23(멀티) : 40408 / 출시가: 564달러 (VAT별도) 닫기",https://img.danuri.io/catalog-image/180/799/028/000c1a5a21c84f8396c37b39faf0a923.jpg?shrink=130:130&_v=20260920080523,https://prod.danawa.com/info/?pcode=28799180&cate=112747
87,인텔,인텔 코어i9-14세대 14900F (랩터레이크 리프레시),"824,990","인텔(소켓1700) / P8+E16코어 / 16+16스레드 / 메모리 규격 : DDR5, DDR4 / 내장그래픽:미탑재 / 10nm(인텔7) / 기본 클럭 : 2.0GHz / 최대 클럭 : 5.8GHz / L2 캐시 : 32MB / L3 캐시 : 36MB / PBP-MTP : 65-219W / PCIe5.0, 4.0 / 5600, 3200MHz / 기술 지원 : SMT(하이퍼스레딩) , 인텔 XTU , 인텔 딥러닝부스트 / 쿨러 : 인텔 기본쿨러 포함 / 시네벤치R23(싱글) : 2232 / 시네벤치R23(멀티) : 39577 / 출시가: 524달러 (VAT별도) 닫기",https://img.danuri.io/catalog-image/701/037/032/46a5a40a885b48ce8b92e6305fe767d9.jpg?shrink=130:130&_v=20260921095651,https://prod.danawa.com/info/?pcode=32037701&cate=112747
88,인텔,인텔 코어i9-14세대 14900 (랩터레이크 리프레시),"857,310","인텔(소켓1700) / P8+E16코어 / 16+16스레드 / 메모리 규격 : DDR5, DDR4 / 내장그래픽:탑재 / 10nm(인텔7) / 기본 클럭 : 2.0GHz / 최대 클럭 : 5.8GHz / L3 캐시 : 36MB / PBP-MTP : 65-219W / PCIe5.0, 4.0 / 5600, 3200MHz / 인텔 UHD 770 / 기술 지원 : SMT(하이퍼스레딩) , 인텔 XTU , 인텔 퀵싱크 , 인텔 딥러닝부스트 / 쿨러 : 인텔 기본쿨러 포함 / 시네벤치R23(싱글) : 2242 / 시네벤치R23(멀티) : 39575 / 출시가: 549달러 (VAT별도) 닫기",https://img.danuri.io/catalog-image/824/037/032/d77e8dfb0c804baabd401e121b1053a5.jpg?shrink=130:130&_v=20260921105728,https://prod.danawa.com/info/?pcode=32037824&cate=112747
89,인텔,인텔 코어i7-14세대 14700K (랩터레이크 리프레시),"780,000","인텔(소켓1700) / P8+E12코어 / 16+12스레드 / 메모리 규격 : DDR5, DDR4 / 내장그래픽:탑재 / 10nm(인텔7) / 기본 클럭 : 3.4GHz / 최대 클럭 : 5.6GHz / L2 캐시 : 28MB / L3 캐시 : 33MB / PBP-MTP : 125-253W / PCIe5.0, 4.0 / 5600, 3200MHz / 인텔 UHD 770 / 기술 지원 : SMT(하이퍼스레딩) , 인텔 XTU , 인텔 퀵싱크 , 인텔 딥러닝부스트 / 쿨러 : 미포함 / 시네벤치R23(싱글) : 2069 / 시네벤치R23(멀티) : 34818 / 출시가: 409달러 (VAT별도) 닫기",https://img.danuri.io/catalog-image/435/799/028/00ff65d03d6c40d894576c0992a6b1aa.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=28799435&cate=112747
90,인텔,인텔 코어i9-14세대 14900KS (랩터레이크 리프레시),"1,150,000","인텔(소켓1700) / P8+E16코어 / 16+16스레드 / 메모리 규격 : DDR5, DDR4 / 탑재 / 10nm(인텔7) / 기본 클럭 : 3.2GHz / 최대 클럭 : 6.2GHz / L2 캐시 : 32MB / L3 캐시 : 36MB / PBP-MTP : 150-410W / PCIe5.0, 4.0 / 5600, 3200MHz / 인텔 UHD 770 / 기술 지원 : SMT(하이퍼스레딩) , 인텔 XTU , 인텔 퀵싱크 , 인텔 딥러닝부스트 / 쿨러 : 미포함 / 시네벤치R23(싱글) : 2305 / 시네벤치R23(멀티) : 40392 / 출시가: 749달러 (VAT별도) 닫기",https://img.danuri.io/catalog-image/423/895/040/475676cb2a1346f7a20c0c4e60661796.jpg?shrink=130:130&_v=20260921080458,https://prod.danawa.com/info/?pcode=40895423&cate=112747
91,인텔,인텔 코어i3-14세대 14100T (랩터레이크 리프레시),"281,280","인텔(소켓1700) / P4코어 / 8스레드 / 메모리 규격 : DDR5, DDR4 / 내장그래픽:탑재 / 10nm(인텔7) / 기본 클럭 : 2.7GHz / 최대 클럭 : 4.4GHz / L2 캐시 : 5MB / L3 캐시 : 12MB / PBP-MTP : 35-69W / PCIe5.0, 4.0 / 4800, 3200MHz / 인텔 UHD 730 / 기술 지원 : SMT(하이퍼스레딩) , 인텔 딥러닝부스트 / 쿨러 : 미포함 닫기",https://img.danuri.io/catalog-image/280/464/032/c67b1cde57fe46b59d31a03bea2f451d.jpg?shrink=130:130&_v=20260921080621,https://prod.danawa.com/info/?pcode=32464280&cate=112747
92,인텔,인텔 코어i5-14세대 14500T (랩터레이크 리프레시),"397,730","인텔(소켓1700) / P6+E8코어 / 12+8스레드 / 메모리 규격 : DDR5, DDR4 / 내장그래픽:탑재 / 10nm(인텔7) / 기본 클럭 : 1.7GHz / 최대 클럭 : 4.8GHz / L2 캐시 : 11.5MB / L3 캐시 : 24MB / PBP-MTP : 35-92W / PCIe5.0, 4.0 / 4800, 3200MHz / 인텔 UHD 770 / 기술 지원 : SMT(하이퍼스레딩) , 인텔 딥러닝부스트 / 쿨러 : 미포함 닫기",https://img.danuri.io/catalog-image/899/463/032/a52fef33a7e947b0ae3d53d812ebf050.jpg?shrink=130:130&_v=20260921140125,https://prod.danawa.com/info/?pcode=32463899&cate=112747
93,인텔,인텔 코어i7-14세대 14700T (랩터레이크 리프레시),"761,000","인텔(소켓1700) / P8+E12코어 / 16+12스레드 / 메모리 규격 : DDR5, DDR4 / 내장그래픽:탑재 / 10nm(인텔7) / 기본 클럭 : 1.3GHz / 최대 클럭 : 5.2GHz / L2 캐시 : 28MB / L3 캐시 : 33MB / PBP-MTP : 35-106W / PCIe5.0, 4.0 / 5600, 3200MHz / 인텔 UHD 770 / 기술 지원 : SMT(하이퍼스레딩) , 인텔 딥러닝부스트 / 쿨러 : 미포함 닫기",https://img.danuri.io/catalog-image/785/457/032/447d3bca0a7c4462ab47800fe597e40d.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=32457785&cate=112747
94,인텔,인텔 코어i9-14세대 14900T (랩터레이크 리프레시),"978,990","인텔(소켓1700) / P8+E16코어 / 16+16스레드 / 메모리 규격 : DDR5, DDR4 / 내장그래픽:탑재 / 10nm(인텔7) / 기본 클럭 : 1.1GHz / 최대 클럭 : 5.5GHz / L2 캐시 : 32MB / L3 캐시 : 36MB / PBP-MTP : 35-106W / PCIe5.0, 4.0 / 5600, 3200MHz / 인텔 UHD 770 / 기술 지원 : SMT(하이퍼스레딩) , 인텔 딥러닝부스트 / 쿨러 : 미포함 닫기",https://img.danuri.io/catalog-image/732/444/032/964e4dd78b3e46a49846b7ec9fd7ebd3.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=32444732&cate=112747
95,인텔,인텔 코어 울트라7 시리즈2 270K Plus (애로우레이크 리프레시),"501,390","인텔(소켓1851) / P8+E16코어 / 24스레드 / 메모리 규격 : DDR5 / 탑재 / TSMC 3nm / 기본 클럭 : 3.7GHz / 최대 클럭 : 5.5GHz / L2 캐시 : 40MB / L3 캐시 : 36MB / PBP-MTP : 125-250W / PCIe5.0, 4.0 / 7200MHz / 인텔 그래픽스(Xe LPG) / 기술 지원 : 인텔 XTU , 인텔 퀵싱크 , 인텔 딥러닝부스트 / 쿨러 : 미포함 닫기",https://img.danuri.io/catalog-image/286/424/108/99707b6716c34b4ca86d6b09e240bd54.jpeg?shrink=130:130&_v=20260921110119,https://prod.danawa.com/info/?pcode=108424286&cate=112747
96,인텔,인텔 코어 울트라5 시리즈2 250K Plus (애로우레이크 리프레시),"342,240","인텔(소켓1851) / P6+E12코어 / 18스레드 / 메모리 규격 : DDR5 / 탑재 / TSMC 3nm / 기본 클럭 : 4.2GHz / 최대 클럭 : 5.3GHz / L2 캐시 : 30MB / L3 캐시 : 30MB / PBP-MTP : 125-159W / PCIe5.0, 4.0 / 7200MHz / 인텔 그래픽스(Xe LPG) / 기술 지원 : 인텔 XTU , 인텔 퀵싱크 , 인텔 딥러닝부스트 / 쿨러 : 미포함 닫기",https://img.danuri.io/catalog-image/451/424/108/028b5a624a2040858e8e6fce9ae93d0d.jpg?shrink=130:130&_v=20260921110218,https://prod.danawa.com/info/?pcode=108424451&cate=112747
97,인텔,인텔 코어 울트라9 시리즈2 285K (애로우레이크),"923,990","인텔(소켓1851) / P8+E16코어 / 24스레드 / 메모리 규격 : DDR5 / 탑재 / TSMC 3nm / 기본 클럭 : 3.7GHz / 최대 클럭 : 5.7GHz / L2 캐시 : 40MB / L3 캐시 : 36MB / PBP-MTP : 125-250W / PCIe5.0, 4.0 / 6400MHz / 인텔 그래픽스(Xe LPG) / 기술 지원 : 인텔 XTU , 인텔 퀵싱크 , 인텔 딥러닝부스트 / 쿨러 : 미포함 / 시네벤치R23(싱글) : 2320 / 시네벤치R23(멀티) : 41558 / 출시가: 589달러(VAT별도) 닫기",https://img.danuri.io/catalog-image/459/059/069/f596f70b1f41408199e406a42713293e.jpeg?shrink=130:130&_v=20260921110329,https://prod.danawa.com/info/?pcode=69059459&cate=112747
98,인텔,인텔 코어 울트라5 시리즈2 225 (애로우레이크),"283,990","인텔(소켓1851) / P6+E4코어 / 10스레드 / 메모리 규격 : DDR5 / 탑재 / TSMC 3nm / 기본 클럭 : 3.3GHz / 최대 클럭 : 4.9GHz / L2 캐시 : 22MB / L3 캐시 : 20MB / PBP-MTP : 65-121W / PCIe5.0, 4.0 / 6400MHz / 인텔 그래픽스(Xe LPG) / 기술 지원 : 인텔 퀵싱크 , 인텔 딥러닝부스트 / 쿨러 : 인텔 기본쿨러 포함 / 시네벤치R23(싱글) : 2081 / 시네벤치R23(멀티) : 17050 / 출시가: 236달러(VAT별도) 닫기",https://img.danuri.io/catalog-image/084/123/074/681b0e546dbf411e8e24e0aab0b19849.jpg?shrink=130:130&_v=20260921110219,https://prod.danawa.com/info/?pcode=74123084&cate=112747
99,인텔,인텔 코어 울트라7 시리즈2 265KF (애로우레이크),"477,000","인텔(소켓1851) / P8+E12코어 / 20스레드 / 메모리 규격 : DDR5 / 내장그래픽:미탑재 / TSMC 3nm / 기본 클럭 : 3.9GHz / 최대 클럭 : 5.5GHz / L2 캐시 : 36MB / L3 캐시 : 30MB / PBP-MTP : 125-250W / PCIe5.0, 4.0 / 6400MHz / 기술 지원 : 인텔 XTU , 인텔 딥러닝부스트 / 쿨러 : 미포함 / 시네벤치R23(싱글) : 2309 / 시네벤치R23(멀티) : 37278 / 출시가: 379달러(VAT별도) 닫기",https://img.danuri.io/catalog-image/723/059/069/0e0953994b2d48eebcdb524dc9b73469.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=69059723&cate=112747
100,인텔,인텔 코어 울트라7 시리즈2 265K (애로우레이크),"508,000","인텔(소켓1851) / P8+E12코어 / 20스레드 / 메모리 규격 : DDR5 / 탑재 / TSMC 3nm / 기본 클럭 : 3.9GHz / 최대 클럭 : 5.5GHz / L2 캐시 : 36MB / L3 캐시 : 30MB / PBP-MTP : 125-250W / PCIe5.0, 4.0 / 6400MHz / 인텔 그래픽스(Xe LPG) / 기술 지원 : 인텔 XTU , 인텔 퀵싱크 , 인텔 딥러닝부스트 / 쿨러 : 미포함 / 시네벤치R23(싱글) : 2304 / 시네벤치R23(멀티) : 36309 / 출시가: 394달러(VAT별도) 닫기",https://img.danuri.io/catalog-image/687/059/069/cc8f82a9b77145369c850e01fd6fe9ea.jpg?shrink=130:130&_v=20260921140948,https://prod.danawa.com/info/?pcode=69059687&cate=112747
