번호,제조사,제품명,가격,세부스펙,이미지,상품주소
72,마이크로닉스,마이크로닉스 Classic II 풀체인지 800W 80PLUS브론즈 ATX3.1 화이트,"99,000","ATX 파워 / 800W / 80 PLUS 브론즈 / ETA인증 : SILVER / LAMBDA인증 : STANDARD+ / 전압변동 : ±0.6% / +12V 싱글레일 / +12V 가용률 : 100% / 액티브PFC / PF(역률) : 99% / 120mm 팬 / 깊이 : 140mm / 무상 7년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, (4+4)핀x1 / PCIe 16핀(12+4) : 12V2x6 1개 / PCIe 8핀(6+2) : 2개 / SATA : 8개 / IDE 4핀 : 4개 / [부가기능] 팬리스모드 / 자동 팬 조절 / 대기전력 1W 미만 / 플랫케이블 닫기",https://img.danuri.io/catalog-image/029/124/050/2cbd04c377b745b69ec0c7bd79111c62.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=50124029&cate=112777
73,마이크로닉스,마이크로닉스 Classic II 750W 80PLUS브론즈 230V EU HDB 핑크,"77,000","ATX 파워 / 750W / 80 PLUS 브론즈 / 케이블연결 : 케이블일체형 / +12V 싱글레일 / +12V 가용률 : 100% / 액티브PFC / PF(역률) : 99% / 120mm 팬 / 깊이 : 140mm / 무상 6년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, (4+4)핀x1 / PCIe 8핀(6+2) : 4개 / SATA : 6개 / IDE 4핀 : 4개 / [부가기능] 팬리스모드 / 자동 팬 조절 / 대기전력 1W 미만 / 플랫케이블 / [변경사항] 23년 9월 8+4+4핀 2개 → 1개로 변경 닫기",https://img.danuri.io/catalog-image/742/901/010/9ac1660b89d04a6ca8dc800e5af735c6.jpg?shrink=130:130&_v=20260921080404,https://prod.danawa.com/info/?pcode=10901742&cate=112777
74,마이크로닉스,마이크로닉스 ASTRO II GD 1650W 80PLUS골드 풀모듈러 ATX3.0,"623,000",ATX 파워 / 1650W / 80 PLUS 골드 / 케이블연결 : 풀모듈러 / 전압변동 : ±0.3% / +12V 싱글레일 / +12V 가용률 : 100% / 액티브PFC / PF(역률) : 99% / 135mm 팬 / 깊이 : 180mm / 무상 10년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : (4+4)핀x2 / PCIe 16핀(12+4) : 12VHPWR 2개 / PCIe 8핀(6+2) : 6개 / SATA : 12개 / IDE 4핀 : 6개 / FDD : 1개 / [부가기능] 팬리스모드 / 자동 팬 조절 / 대기전력 1W 미만 / 프리볼트 / 플랫케이블 닫기,https://img.danuri.io/catalog-image/060/005/018/f47fa4dca72843c787d15b0ae591ab55.jpg?shrink=130:130&_v=20260921080443,https://prod.danawa.com/info/?pcode=18005060&cate=112777
75,마이크로닉스,마이크로닉스 Classic II 750W 80PLUS실버 모듈러 ATX3.1,"123,500","ATX 파워 / 750W / 80 PLUS 실버 / 케이블연결 : 세미모듈러 / 전압변동 : ±0.4% / +12V 싱글레일 / +12V 가용률 : 100% / 액티브PFC / PF(역률) : 99% / 깊이 : 140mm / 무상 7년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, (4+4)핀x1 / PCIe 16핀(12+4) : 12V2x6 1개 / PCIe 8핀(6+2) : 2개 / SATA : 3개 / IDE 4핀 : 2개 / [부가기능] 팬리스모드 / 자동 팬 조절 / 대기전력 1W 미만 / 플랫케이블 닫기",https://img.danuri.io/catalog-image/360/232/088/e305fbee92644aefb781bdaeb58543ef.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=88232360&cate=112777
76,마이크로닉스,마이크로닉스 Performance II PV 600W 80PLUS브론즈 Surge 4K,"98,000","ATX 파워 / 600W / 80 PLUS 브론즈 / 케이블연결 : 케이블일체형 / 전압변동 : ±0.5% / +12V 싱글레일 / +12V 가용률 : 100% / 액티브PFC / PF(역률) : 99% / 120mm 팬 / 무상 6년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, 4핀x1 / PCIe 8핀(6+2) : 2개 / SATA : 6개 / IDE 4핀 : 4개 / FDD : 1개 / [부가기능] 대기전력 1W 미만 / 프리볼트 닫기",https://img.danuri.io/catalog-image/425/045/005/0be7288907434a27a576447932ecde7c.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=5045425&cate=112777
77,마이크로닉스,마이크로닉스 Classic II 풀체인지 700W 80PLUS브론즈 230V EU,"86,900","ATX 파워 / 700W / 80 PLUS 브론즈 / 케이블연결 : 케이블일체형 / ETA인증 : BRONZE / LAMBDA인증 : STANDARD / 전압변동 : ±0.3% / +12V 싱글레일 / +12V 가용률 : 100% / 액티브PFC / PF(역률) : 99% / 120mm 팬 / 깊이 : 140mm / 무상 7년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, (4+4)핀x1 / PCIe 16핀(12+4) : 12VHPWR 1개 / PCIe 8핀(6+2) : 2개 / SATA : 6개 / IDE 4핀 : 4개 / [부가기능] 팬리스모드 / 자동 팬 조절 / 대기전력 1W 미만 / 플랫케이블 / [변경사항] ※ 80PLUS 인증 등급 상향: 스탠다드→브론즈 / 무상 보증 기한 연장: 6년→7년 // 23년 5월 PCIE 6+2 (4개) → PCIE 6+2 (2개), 12VHPWR 12+4 (1개)로 변경 닫기",https://img.danuri.io/catalog-image/357/934/013/79813c1760144cb698bf408716affe68.jpg?shrink=130:130&_v=20260921144538,https://prod.danawa.com/info/?pcode=13934357&cate=112777
78,마이크로닉스,마이크로닉스 Classic II 1050W 80PLUS골드 230V EU 풀모듈러 화이트,"191,250","ATX 파워 / 1050W / 80 PLUS 골드 / 케이블연결 : 풀모듈러 / 전압변동 : ±0.1% / +12V 싱글레일 / +12V 가용률 : 100% / 액티브PFC / PF(역률) : 99% / 120mm 팬 / 깊이 : 140mm / 무상 10년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, (4+4)핀x1 / PCIe 16핀(12+4) : 12VHPWR 1개 / PCIe 8핀(6+2) : 4개 / SATA : 8개 / IDE 4핀 : 4개 / FDD : 1개 / [부가기능] 팬리스모드 / 자동 팬 조절 / 수동 팬 조절 / 대기전력 1W 미만 / 플랫케이블 / [변경사항] 24년 8월 커넥터 8+4+4핀 2개, PCIe 8핀(6+2) 3개, SATA 10개 → 8+4+4핀 1개, PCIe 8핀(6+2) 4개, 12VHPWR 1개, SATA 8개로 변경 닫기",https://img.danuri.io/catalog-image/783/266/015/3e5a2310ee3540199419db898ac71b02.jpg?shrink=130:130&_v=20260921080458,https://prod.danawa.com/info/?pcode=15266783&cate=112777
79,마이크로닉스,마이크로닉스 WIZMAX 850W 80PLUS실버 ATX3.0,"106,400","ATX 파워 / 850W / 80 PLUS 실버 / 전압변동 : ±0.9% / +12V 싱글레일 / +12V 가용률 : 100% / 액티브PFC / PF(역률) : 99% / 120mm 팬 / 깊이 : 140mm / 무상 6년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, (4+4)핀x1 / PCIe 16핀(12+4) : 12VHPWR 1개 / PCIe 8핀(6+2) : 2개 / SATA : 8개 / IDE 4핀 : 4개 / [부가기능] 자동 팬 조절 / 대기전력 1W 미만 / 프리볼트 / 플랫케이블 닫기",https://img.danuri.io/catalog-image/194/628/020/f364ddd809be4e3d9581a2749c770cd8.jpg?shrink=130:130&_v=20260921142624,https://prod.danawa.com/info/?pcode=20628194&cate=112777
80,마이크로닉스,마이크로닉스 WIZMAX 750W 80PLUS실버,"89,900","ATX 파워 / 750W / 80 PLUS 실버 / 케이블연결 : 케이블일체형 / 전압변동 : ±0.9% / +12V 싱글레일 / +12V 가용률 : 100% / 액티브PFC / PF(역률) : 99% / 120mm 팬 / 무상 6년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, (4+4)핀x1 / PCIe 8핀(6+2) : 4개 / SATA : 6개 / IDE 4핀 : 4개 / [부가기능] 자동 팬 조절 / 대기전력 1W 미만 / 프리볼트 / 플랫케이블 닫기",https://img.danuri.io/catalog-image/254/741/018/7013ceee24da4cca8c583156dd22ba4c.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=18741254&cate=112777
81,마이크로닉스,마이크로닉스 Classic II 700W 80PLUS 230V EU 화이트,"91,900","ATX 파워 / 700W / 80 PLUS 스탠다드 / 케이블연결 : 케이블일체형 / +12V 싱글레일 / +12V 가용률 : 90% / 액티브PFC / PF(역률) : 99% / 120mm 팬 / 깊이 : 150mm / 무상 6년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, (4+4)핀x1 / PCIe 8핀(6+2) : 4개 / SATA : 6개 / IDE 4핀 : 4개 / FDD : 1개 / [부가기능] 자동 팬 조절 / 대기전력 1W 미만 / 플랫케이블 닫기",https://img.danuri.io/catalog-image/005/227/011/36d0f7a1a6dc4b82b130c68d5e7661b9.jpg?shrink=130:130&_v=20260921080454,https://prod.danawa.com/info/?pcode=11227005&cate=112777
82,마이크로닉스,마이크로닉스 Classic II 500W 80PLUS 230V EU,"59,000",ATX 파워 / 500W / 80 PLUS 스탠다드 / 케이블연결 : 케이블일체형 / +12V 싱글레일 / 액티브PFC / 120mm 팬 / 깊이 : 140mm / 무상 6년 / [커넥터] 메인전원 : 24핀(20+4) / PCIe 8핀(6+2) : 2개 / SATA : 6개 / IDE 4핀 : 3개 / [부가기능] 대기전력 1W 미만 / 플랫케이블 닫기,https://img.danuri.io/catalog-image/673/928/001/15eb4b335d5f420bb303d6dd126c2839.jpg?shrink=130:130&_v=20260921080443,https://prod.danawa.com/info/?pcode=1928673&cate=112777
83,마이크로닉스,마이크로닉스 Classic II 850W 80PLUS실버 모듈러 ATX3.1,"114,900","ATX 파워 / 850W / 80 PLUS 실버 / 케이블연결 : 세미모듈러 / 전압변동 : ±0.4% / +12V 싱글레일 / +12V 가용률 : 100% / 액티브PFC / PF(역률) : 99% / 깊이 : 140mm / 무상 7년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, (4+4)핀x1 / PCIe 16핀(12+4) : 12V2x6 1개 / PCIe 8핀(6+2) : 2개 / SATA : 3개 / IDE 4핀 : 2개 / [부가기능] 팬리스모드 / 자동 팬 조절 / 대기전력 1W 미만 / 플랫케이블 닫기",https://img.danuri.io/catalog-image/459/232/088/2bec3e31480541c19bcbe57d492ab8a9.jpg?shrink=130:130&_v=20260921080443,https://prod.danawa.com/info/?pcode=88232459&cate=112777
84,마이크로닉스,마이크로닉스 WIZMAX 850W 80PLUS실버,"109,900","ATX 파워 / 850W / 80 PLUS 실버 / 케이블연결 : 케이블일체형 / 전압변동 : ±0.9% / +12V 싱글레일 / +12V 가용률 : 100% / 액티브PFC / PF(역률) : 99% / 120mm 팬 / 무상 6년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, (4+4)핀x1 / PCIe 8핀(6+2) : 4개 / SATA : 8개 / IDE 4핀 : 4개 / [부가기능] 자동 팬 조절 / 대기전력 1W 미만 / 프리볼트 / 플랫케이블 닫기",https://img.danuri.io/catalog-image/287/741/018/64a85857adde40d4a541a99db58f2741.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=18741287&cate=112777
85,마이크로닉스,마이크로닉스 Classic II 750W 80PLUS골드 230V EU,"129,000","ATX 파워 / 750W / 80 PLUS 골드 / 케이블연결 : 케이블일체형 / 전압변동 : ±0.4% / +12V 싱글레일 / +12V 가용률 : 100% / 액티브PFC / 120mm 팬 / 무상 7년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, (4+4)핀x1 / PCIe 8핀(6+2) : 4개 / SATA : 6개 / IDE 4핀 : 4개 / FDD : 1개 / [부가기능] 자동 팬 조절 / 플랫케이블 닫기",https://img.danuri.io/catalog-image/910/046/015/555442f6dcdc4f979fd37878f4b77985.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=15046910&cate=112777
86,마이크로닉스,마이크로닉스 ASTRO GD 750W 80PLUS골드 풀모듈러 FDB 화이트,"172,900",ATX 파워 / 750W / 80 PLUS 골드 / 케이블연결 : 풀모듈러 / +12V 싱글레일 / +12V 가용률 : 100% / 액티브PFC / PF(역률) : 99% / 135mm 팬 / 깊이 : 150mm / 무상 7년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : (4+4)핀x2 / PCIe 8핀(6+2) : 4개 / SATA : 8개 / IDE 4핀 : 4개 / FDD : 1개 / [부가기능] 자동 팬 조절 / 대기전력 1W 미만 / 프리볼트 / 플랫케이블 / LED 라이트 닫기,https://img.danuri.io/catalog-image/925/844/011/c3297fdf492148b8b1c760d0f58e0b22.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=11844925&cate=112777
87,마이크로닉스,마이크로닉스 ASTRO GD 650W 80PLUS골드 풀모듈러 FDB 화이트,"114,430","ATX 파워 / 650W / 80 PLUS 골드 / 케이블연결 : 풀모듈러 / +12V 싱글레일 / +12V 가용률 : 100% / 액티브PFC / PF(역률) : 99% / 135mm 팬 / 깊이 : 160mm / 무상 7년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, 4핀x1 / PCIe 8핀(6+2) : 4개 / SATA : 8개 / IDE 4핀 : 4개 / FDD : 1개 / [부가기능] 자동 팬 조절 / 대기전력 1W 미만 / 프리볼트 / 플랫케이블 닫기",https://img.danuri.io/catalog-image/562/000/016/fafd2ca9eeae43169e65d33884467e0d.jpg?shrink=130:130&_v=20260921080622,https://prod.danawa.com/info/?pcode=16000562&cate=112777
88,마이크로닉스,마이크로닉스 COOLMAX FOCUS II 800W ETA BRONZE,"82,700","ATX 파워 / 800W / 케이블연결 : 케이블일체형 / ETA인증 : BRONZE / LAMBDA인증 : STANDARD+ / +12V 싱글레일 / 액티브PFC / PF(역률) : 99% / 120mm 팬 / 깊이 : 140mm / 무상 5년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, 4핀x1 / PCIe 8핀(6+2) : 4개 / SATA : 5개 / IDE 4핀 : 3개 / [부가기능] 대기전력 1W 미만 / 플랫케이블 닫기",https://img.danuri.io/catalog-image/878/052/017/7ea912ffdbe0424999a3a00962c5711b.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=17052878&cate=112777
89,마이크로닉스,마이크로닉스 COOLMAX FOCUS II 700W ETA BRONZE PCIE5.1,"68,000","ATX 파워 / 700W / ETA인증 : BRONZE / LAMBDA인증 : STANDARD / +12V 싱글레일 / 액티브PFC / PF(역률) : 99% / 120mm 팬 / 깊이 : 140mm / 무상 5년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, 4핀x1 / PCIe 16핀(12+4) : 12V2x6 1개 / PCIe 8핀(6+2) : 2개 / SATA : 5개 / IDE 4핀 : 3개 / [부가기능] 대기전력 1W 미만 / 플랫케이블 / [변경사항] 24년 7월 PCIe 16핀 12VHPWR 1개 → 12V2x6 1개로 변경 닫기",https://img.danuri.io/catalog-image/086/010/020/1189afeb91b34502aaf768878b363fa1.jpg?shrink=130:130&_v=20260921080458,https://prod.danawa.com/info/?pcode=20010086&cate=112777
90,마이크로닉스,마이크로닉스 COOLMAX FOCUS II 900W ETA SILVER PCIE5,"90,400","ATX 파워 / 900W / ETA인증 : SILVER / LAMBDA인증 : STANDARD / +12V 싱글레일 / +12V 가용률 : 100% / 액티브PFC / PF(역률) : 99% / 140mm 팬 / 깊이 : 150mm / 무상 5년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, (4+4)핀x1 / PCIe 16핀(12+4) : 12VHPWR 1개 / PCIe 8핀(6+2) : 4개 / SATA : 6개 / IDE 4핀 : 3개 / [부가기능] 대기전력 1W 미만 / 플랫케이블 닫기",https://img.danuri.io/catalog-image/693/009/020/03bc6589c507461fa66a852a30effc5f.jpg?shrink=130:130&_v=20260921142539,https://prod.danawa.com/info/?pcode=20009693&cate=112777
91,마이크로닉스,마이크로닉스 COOLMAX FOCUS II 700W ETA BRONZE,"72,500","ATX 파워 / 700W / 케이블연결 : 케이블일체형 / ETA인증 : BRONZE / LAMBDA인증 : STANDARD / +12V 싱글레일 / 액티브PFC / PF(역률) : 99% / 120mm 팬 / 깊이 : 140mm / 무상 5년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, 4핀x1 / PCIe 8핀(6+2) : 4개 / SATA : 5개 / IDE 4핀 : 3개 / [부가기능] 대기전력 1W 미만 / 플랫케이블 닫기",https://img.danuri.io/catalog-image/830/052/017/7bd2c64e7c8a41ee953610f6447fa25b.jpg?shrink=130:130&_v=20260920080519,https://prod.danawa.com/info/?pcode=17052830&cate=112777
92,마이크로닉스,마이크로닉스 COOLMAX FOCUS II 800W ETA BRONZE PCIE5.1,"82,700","ATX 파워 / 800W / ETA인증 : BRONZE / LAMBDA인증 : STANDARD+ / +12V 싱글레일 / 액티브PFC / PF(역률) : 99% / 120mm 팬 / 깊이 : 140mm / 무상 5년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, 4핀x1 / PCIe 16핀(12+4) : 12V2x6 1개 / PCIe 8핀(6+2) : 2개 / SATA : 5개 / IDE 4핀 : 3개 / [부가기능] 대기전력 1W 미만 / 플랫케이블 / [변경사항] 24년 7월 PCIe 16핀 12VHPWR 1개 → 12V2x6 1개로 변경 닫기",https://img.danuri.io/catalog-image/002/010/020/2cc6d167d5084bdcbb859aea0fa00cac.jpg?shrink=130:130&_v=20260921080458,https://prod.danawa.com/info/?pcode=20010002&cate=112777
93,마이크로닉스,마이크로닉스 CASLON M 850W 80PLUS실버 모듈러 ATX3.0,"116,900","ATX 파워 / 850W / 80 PLUS 실버 / 케이블연결 : 세미모듈러 / 전압변동 : ±0.4% / +12V 싱글레일 / 액티브PFC / PF(역률) : 99% / 120mm 팬 / 깊이 : 140mm / 무상 6년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, (4+4)핀x1 / PCIe 16핀(12+4) : 12VHPWR 1개 / PCIe 8핀(6+2) : 2개 / SATA : 8개 / IDE 4핀 : 4개 / FDD : 1개 / [부가기능] 팬리스모드 / 자동 팬 조절 / 대기전력 1W 미만 / 플랫케이블 닫기",https://img.danuri.io/catalog-image/696/084/029/828233d927954cd5b19e2885bc838c63.jpg?shrink=130:130&_v=20260920080523,https://prod.danawa.com/info/?pcode=29084696&cate=112777
94,마이크로닉스,마이크로닉스 CASLON M 750W 80PLUS실버 모듈러 ATX3.0,"99,000","ATX 파워 / 750W / 80 PLUS 실버 / 케이블연결 : 세미모듈러 / 전압변동 : ±0.4% / +12V 싱글레일 / 액티브PFC / PF(역률) : 99% / 120mm 팬 / 깊이 : 140mm / 무상 6년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, (4+4)핀x1 / PCIe 16핀(12+4) : 12VHPWR 1개 / PCIe 8핀(6+2) : 2개 / SATA : 6개 / IDE 4핀 : 4개 / FDD : 1개 / [부가기능] 팬리스모드 / 자동 팬 조절 / 대기전력 1W 미만 / 플랫케이블 닫기",https://img.danuri.io/catalog-image/194/082/029/1231a72494bf49bfac6f7a924da23fb1.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=29082194&cate=112777
95,마이크로닉스,마이크로닉스 Performance II PV 500W 80PLUS브론즈 Surge 4K,"89,000","ATX 파워 / 500W / 80 PLUS 브론즈 / 케이블연결 : 케이블일체형 / 전압변동 : ±0.5% / +12V 싱글레일 / +12V 가용률 : 100% / 액티브PFC / PF(역률) : 99% / 120mm 팬 / 무상 6년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, 4핀x1 / PCIe 8핀(6+2) : 2개 / SATA : 6개 / IDE 4핀 : 3개 / FDD : 1개 / [부가기능] 대기전력 1W 미만 / 프리볼트 닫기",https://img.danuri.io/catalog-image/394/045/005/2a19e6cc2d01442a9bf50fbfe7201c05.jpg?shrink=130:130&_v=20260921042752,https://prod.danawa.com/info/?pcode=5045394&cate=112777
96,마이크로닉스,마이크로닉스 Performance II HV 850W Bronze,"164,000","ATX 파워 / 850W / 80 PLUS 브론즈 / 케이블연결 : 세미모듈러 / +12V 싱글레일 / +12V 가용률 : 99% / 액티브PFC / PF(역률) : 99% / 135mm 팬 / 깊이 : 160mm / 무상 6년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, (4+4)핀x1 / PCIe 8핀(6+2) : 6개 / SATA : 10개 / IDE 4핀 : 5개 / FDD : 1개 / [부가기능] 자동 팬 조절 / 대기전력 1W 미만 / 프리볼트 / [변경사항] 2019년 10월 AS 기간 변경 (무상 3년 -> 무상 6년) 닫기",https://img.danuri.io/catalog-image/154/071/003/d2c12ebbba26444ab56a84881a5002ad.jpg?shrink=130:130&_v=20260921080458,https://prod.danawa.com/info/?pcode=3071154&cate=112777
97,마이크로닉스,마이크로닉스 Classic II 650W 80PLUS브론즈 230V EU HDB 핑크,"79,570","ATX 파워 / 650W / 80 PLUS 브론즈 / 케이블연결 : 케이블일체형 / +12V 싱글레일 / +12V 가용률 : 100% / 액티브PFC / PF(역률) : 99% / 120mm 팬 / 깊이 : 140mm / 무상 6년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, 4핀x1 / PCIe 8핀(6+2) : 2개 / SATA : 6개 / IDE 4핀 : 4개 / [부가기능] 팬리스모드 / 자동 팬 조절 / 대기전력 1W 미만 / 플랫케이블 닫기",https://img.danuri.io/catalog-image/664/901/010/0bec1b7617f6439095c4a60e5dde0d0f.jpg?shrink=130:130&_v=20260921080442,https://prod.danawa.com/info/?pcode=10901664&cate=112777
98,마이크로닉스,마이크로닉스 Classic II 750W 80PLUS브론즈 230V EU HDB,"101,970","ATX 파워 / 750W / 80 PLUS 브론즈 / 케이블연결 : 케이블일체형 / +12V 싱글레일 / +12V 가용률 : 100% / 액티브PFC / PF(역률) : 99% / 120mm 팬 / 깊이 : 140mm / 무상 6년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, (4+4)핀x1 / PCIe 8핀(6+2) : 4개 / SATA : 6개 / IDE 4핀 : 4개 / FDD : 1개 / [부가기능] 팬리스모드 / 자동 팬 조절 / 대기전력 1W 미만 / 플랫케이블 / [변경사항] 23년 9월 8+4+4핀 2개 → 1개로 변경 닫기",https://img.danuri.io/catalog-image/622/326/009/4d9a7e6b72c6454dbc9c4adbc1dd353f.jpg?shrink=130:130&_v=20260921142538,https://prod.danawa.com/info/?pcode=9326622&cate=112777
99,마이크로닉스,마이크로닉스 COOLMAX BASIC 500W,"42,900",ATX 파워 / 500W / 전압변동 : ±0.3% / +12V 싱글레일 / +12V 가용률 : 100% / 120mm 팬 / 깊이 : 140mm / 무상 5년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : (4+4)핀x1 / PCIe 8핀(6+2) : 1개 / SATA : 2개 / IDE 4핀 : 2개 / [부가기능] 대기전력 1W 미만 / 플랫케이블 닫기,https://img.danuri.io/catalog-image/566/082/077/3dc5312be9924ba4bedbedd922d0c756.jpg?shrink=130:130&_v=20260919080417,https://prod.danawa.com/info/?pcode=77082566&cate=112777
100,마이크로닉스,마이크로닉스 Performance II PV 700W 80PLUS브론즈 Surge 4K,"135,000","ATX 파워 / 700W / 80 PLUS 브론즈 / 케이블연결 : 케이블일체형 / 전압변동 : ±0.5% / +12V 싱글레일 / +12V 가용률 : 100% / 액티브PFC / PF(역률) : 99% / 120mm 팬 / 깊이 : 140mm / 무상 6년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, 4핀x1 / PCIe 8핀(6+2) : 4개 / SATA : 6개 / IDE 4핀 : 4개 / FDD : 1개 / [부가기능] 대기전력 1W 미만 / 프리볼트 닫기",https://img.danuri.io/catalog-image/444/045/005/db0cf6f2b830483bbc8a219ca87f730d.jpg?shrink=130:130&_v=20260920080509,https://prod.danawa.com/info/?pcode=5045444&cate=112777
101,마이크로닉스,마이크로닉스 COOLMAX FOCUS PRO 600W 80PLUS 230V EU,"50,000",ATX 파워 / 600W / 80 PLUS 스탠다드 / 케이블연결 : 케이블일체형 / +12V 싱글레일 / +12V 가용률 : 92% / 액티브PFC / PF(역률) : 99% / 120mm 팬 / 무상 5년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : (4+4)핀x1 / PCIe 8핀(6+2) : 2개 / SATA : 4개 / IDE 4핀 : 3개 / [부가기능] 대기전력 1W 미만 / 플랫케이블 닫기,https://img.danuri.io/catalog-image/271/585/013/500dd4b785ba4c65b684a7b3eab0eba3.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=13585271&cate=112777
102,마이크로닉스,마이크로닉스 Classic II 600W 80PLUS 230V EU 화이트,"99,000","ATX 파워 / 600W / 80 PLUS 스탠다드 / 케이블연결 : 케이블일체형 / +12V 싱글레일 / +12V 가용률 : 90% / 액티브PFC / PF(역률) : 99% / 120mm 팬 / 깊이 : 150mm / 무상 6년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, 4핀x1 / PCIe 8핀(6+2) : 2개 / SATA : 6개 / IDE 4핀 : 4개 / FDD : 1개 / [부가기능] 자동 팬 조절 / 대기전력 1W 미만 / 플랫케이블 닫기",https://img.danuri.io/catalog-image/927/226/011/b3bde3c2eb774df5b4c107a8719204b3.jpg?shrink=130:130&_v=20260921080443,https://prod.danawa.com/info/?pcode=11226927&cate=112777
103,마이크로닉스,마이크로닉스 COOLMAX VISION 600W HDB,"105,000",ATX 파워 / 600W / 케이블연결 : 케이블일체형 / +12V 싱글레일 / +12V 가용률 : 99% / 120mm 팬 / 깊이 : 140mm / 무상 5년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : (4+4)핀x1 / PCIe 8핀(6+2) : 2개 / SATA : 4개 / IDE 4핀 : 3개 / [부가기능] 자동 팬 조절 / 벌크 여부 확인요망 닫기,https://img.danuri.io/catalog-image/481/076/012/50f54cf80c8b438fadcf3eda92799a67.jpg?shrink=130:130&_v=20260921080404,https://prod.danawa.com/info/?pcode=12076481&cate=112777
104,마이크로닉스,마이크로닉스 COOLMAX VISION 700W HDB,"125,000",ATX 파워 / 700W / 케이블연결 : 케이블일체형 / +12V 싱글레일 / +12V 가용률 : 99% / 120mm 팬 / 깊이 : 140mm / 무상 5년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : (4+4)핀x1 / PCIe 8핀(6+2) : 4개 / SATA : 4개 / IDE 4핀 : 3개 / [부가기능] 자동 팬 조절 닫기,https://img.danuri.io/catalog-image/526/076/012/eb0c8c7748d44df0a69668921e4dfa27.jpg?shrink=130:130&_v=20260916080502,https://prod.danawa.com/info/?pcode=12076526&cate=112777
105,마이크로닉스,마이크로닉스 Classic II 500W +12V Single Rail (중고),"15,900","ATX 파워 / 500W / 80 PLUS 스탠다드 / 케이블연결 : 케이블일체형 / +12V 싱글레일 / +12V 가용률 : 85% / 액티브PFC / PF(역률) : 99% / 120mm 팬 / 무상 3년 / [커넥터] 메인전원 : 24핀(20+4) / 보조전원 : 8핀x1, 4핀x1 / PCIe 8핀(6+2) : 2개 / SATA : 6개 / IDE 4핀 : 3개 / FDD : 1개 / [부가기능] 자동 팬 조절 / 대기전력 1W 미만 / 벌크 / 구매 시 확인 요망 닫기",https://img.danuri.io/catalog-image/244/743/123/9e4409ec659742af896d4fee762ade7b.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=123743244&cate=112777
