번호,제조사,용량_GB,제품명,가격,세부스펙,이미지,상품주소
111,ESSENCORE,16GB,ESSENCORE KLEVV DDR5-5600 CL46 파인인포,"335,000",데스크탑용 / DDR5 / 5600MHz (PC5-44800) / 램타이밍 : CL46-46-46-90 / 1.10V / 램개수 : 1개 / 온다이ECC / 히트싱크 : 미포함 / 높이 : 31.25mm / 모듈제조사 : SK하이닉스,https://img.danuri.io/catalog-image/774/965/018/ac99721b271747c59acec2f3ad07483e.jpg?shrink=130:130&_v=20260921122553,https://prod.danawa.com/info/?pcode=18965774&cate=112752
112,ESSENCORE,16GB,ESSENCORE KLEVV DDR5-5600 CL46 AMD 파인인포,"330,840",데스크탑용 / DDR5 / 5600MHz (PC5-44800) / 램타이밍 : CL46-46-46-90 / 1.10V / 램개수 : 1개 / 온다이ECC / 히트싱크 : 미포함 / 높이 : 31.25mm / 모듈제조사 : SK하이닉스 / 코어울트라 미지원,https://img.danuri.io/catalog-image/185/638/094/0d51f3baad7b4c31a0ec5945b704ae6b.jpg?shrink=130:130&_v=20260921161848,https://prod.danawa.com/info/?pcode=94638185&cate=112752
113,ESSENCORE,16GB,ESSENCORE KLEVV DDR5-6000 CL30 FIT V AMD 패키지 서린,"375,000",데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL30-36-36-76 / 1.35V / 램개수 : 2개 / XMP3.0 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / 높이 : 33.21mm / 모듈제조사 : SK하이닉스 / 코어울트라 미지원,https://img.danuri.io/catalog-image/226/663/122/3efdae24134c40ac9357bd6945b8fe98.jpeg?shrink=130:130&_v=20260921091138,https://prod.danawa.com/info/?pcode=122663226&cate=112752
114,ESSENCORE,16GB,ESSENCORE KLEVV DDR5-6400 CL52 CUDIMM 파인인포,"353,240",데스크탑용 / DDR5 / 6400MHz (PC5-51200) / 램타이밍 : CL52-52-52-103 / 1.10V / 램개수 : 1개 / LED 라이트 / 클럭드라이버 / 히트싱크 : 미포함 / 높이 : 31.25mm / 모듈제조사 : SK하이닉스 / A다이 언락,https://img.danuri.io/catalog-image/050/340/074/c089839a8c4d45778c1571c4f791393b.jpg?shrink=130:130&_v=20260921103933,https://prod.danawa.com/info/?pcode=74340050&cate=112752
115,ESSENCORE,16GB,ESSENCORE KLEVV DDR5-5600 CL30 FIT V WHITE 서린,"360,000",데스크탑용 / DDR5 / 5600MHz (PC5-44800) / 램타이밍 : CL30-36-36-88 / 1.25V / 램개수 : 1개 / XMP3.0 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 화이트 / 높이 : 33.21mm / 모듈제조사 : SK하이닉스 / 코어울트라 미지원,https://img.danuri.io/catalog-image/197/107/058/3f0476f860b441b3ace44f4d40a61f5b.jpg?shrink=130:130&_v=20260921080457,https://prod.danawa.com/info/?pcode=58107197&cate=112752
116,ESSENCORE,16GB,ESSENCORE KLEVV DDR5-6000 CL30 FIT V WHITE AMD 패키지 서린,"375,000",데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL30-36-36-76 / 1.35V / 램개수 : 2개 / XMP3.0 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 화이트 / 높이 : 33.21mm / 모듈제조사 : SK하이닉스 / 코어울트라 미지원,https://img.danuri.io/catalog-image/232/663/122/395c9a5a98264af18f3cc4354c2a3c9c.jpeg?shrink=130:130&_v=20260921091129,https://prod.danawa.com/info/?pcode=122663232&cate=112752
117,ESSENCORE,16GB,ESSENCORE KLEVV DDR5-5600 CL30 FIT V 서린,"359,180",데스크탑용 / DDR5 / 5600MHz (PC5-44800) / 램타이밍 : CL30-36-36-88 / 1.25V / 램개수 : 1개 / XMP3.0 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / 높이 : 33.21mm / 모듈제조사 : SK하이닉스 / 코어울트라 미지원,https://img.danuri.io/catalog-image/220/152/092/abcdf2ccfe47492fb01062f5d93656d4.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=92152220&cate=112752
118,ESSENCORE,16GB,ESSENCORE KLEVV DDR5-5600 CL46 NEO 중고,"335,000",데스크탑용 / DDR5 / 5600MHz (PC5-44800) / 램타이밍 : CL46-46-46-90 / 1.10V / 램개수 : 1개 / 온다이ECC / 히트싱크 : 미포함 / 높이 : 31.25mm / 모듈제조사 : SK하이닉스,https://img.danuri.io/catalog-image/264/167/124/de032efee1204d1287758325e572a3be.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=124167264&cate=112752
119,G.SKILL,16GB,G.SKILL DDR5-6000 CL36 AEGIS 5,"355,760",데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL36-36-36-96 / 1.35V / 램개수 : 1개 / XMP3.0 / EXPO / 온다이ECC / 히트싱크 : 미포함 / 높이 : 31mm,https://img.danuri.io/catalog-image/406/913/072/6e4f277e9e2a4efa9ea8b16c6e8b0fd4.jpg?shrink=130:130&_v=20260921140813,https://prod.danawa.com/info/?pcode=72913406&cate=112752
120,G.SKILL,16GB,G.SKILL DDR5-5600 CL36 AEGIS 5,"381,700",데스크탑용 / DDR5 / 5600MHz (PC5-44800) / 램타이밍 : CL36-36-36-89 / 1.20V / 램개수 : 1개 / XMP / EXPO / 온다이ECC / 히트싱크 : 미포함 / 높이 : 31mm,https://img.danuri.io/catalog-image/219/241/028/200b687af7a949bcbe7774c1366c8966.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=28241219&cate=112752
121,G.SKILL,16GB,G.SKILL DDR5-6000 CL36 RIPJAWS S5 블랙,"407,500",데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL36-36-36-96 / 1.35V / 램개수 : 1개 / XMP3.0 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / 높이 : 33mm,https://img.danuri.io/catalog-image/379/553/102/52e52e113b3e4fd4a0c3dcd007ba5b51.jpg?shrink=130:130&_v=20260921090344,https://prod.danawa.com/info/?pcode=102553379&cate=112752
122,G.SKILL,16GB,G.SKILL DDR5-6000 CL36 AEGIS 5 중고,"361,350",데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL36-36-36-96 / 1.35V / 램개수 : 1개 / XMP3.0 / EXPO / 온다이ECC / 히트싱크 : 미포함 / 높이 : 31mm,https://img.danuri.io/catalog-image/131/259/124/ae4ddd593f9a4acb8874e80c5dc4c8d3.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=124259131&cate=112752
123,TeamGroup,16GB,TeamGroup DDR5-5600 CL46 Elite 서린,"350,000",데스크탑용 / DDR5 / 5600MHz (PC5-44800) / 램타이밍 : CL46-46-46-90 / 1.10V / 램개수 : 1개 / 온다이ECC / 히트싱크 : 미포함 / 높이 : 32mm,https://img.danuri.io/catalog-image/839/535/017/f65101d98b1645069576dcc5325f469f.jpg?shrink=130:130&_v=20260921144808,https://prod.danawa.com/info/?pcode=17535839&cate=112752
124,TeamGroup,16GB,TeamGroup DDR5-4800 CL40 Elite 서린,"318,890",데스크탑용 / DDR5 / 4800MHz (PC5-38400) / 램타이밍 : CL40-40-40-77 / 1.10V / 램개수 : 1개 / 온다이ECC / 히트싱크 : 미포함 / 높이 : 32mm,https://img.danuri.io/catalog-image/233/535/017/0b5e0e7388b243a186afdd452c3cd3bf.jpg?shrink=130:130&_v=20260921154619,https://prod.danawa.com/info/?pcode=17535233&cate=112752
125,TeamGroup,16GB,TeamGroup DDR5-5200 CL42 Elite 서린,"337,500",데스크탑용 / DDR5 / 5200MHz (PC5-41600) / 램타이밍 : CL42-42-42-84 / 1.10V / 램개수 : 1개 / 히트싱크 : 미포함 / 높이 : 32mm,https://img.danuri.io/catalog-image/360/767/018/574b962a356d4c27a59944d24851816c.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=18767360&cate=112752
126,TeamGroup,16GB,TeamGroup DDR5-5600 CL46 Elite Plus 블랙 서린,"372,000",데스크탑용 / DDR5 / 5600MHz (PC5-44800) / 램타이밍 : CL46-46-46-90 / 1.10V / 램개수 : 1개 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / 높이 : 31.25mm,https://img.danuri.io/catalog-image/413/768/018/a0d9e894a7d04351a3bdf89163e14e2c.jpg?shrink=130:130&_v=20260921080443,https://prod.danawa.com/info/?pcode=18768413&cate=112752
127,TeamGroup,16GB,TeamGroup DDR5-5600 CL46 Elite,"336,460",데스크탑용 / DDR5 / 5600MHz (PC5-44800) / 램타이밍 : CL46-46-46-90 / 1.10V / 램개수 : 1개 / 온다이ECC / 히트싱크 : 미포함 / 높이 : 32mm,https://img.danuri.io/catalog-image/973/563/023/8c4db447c2334614a8bc74b8dbeb1621.jpg?shrink=130:130&_v=20260921110333,https://prod.danawa.com/info/?pcode=23563973&cate=112752
128,삼성전자,32GB,삼성전자 DDR5-5600,"793,940","데스크탑용 / DDR5 / 5600MHz (PC5-44800) / 램개수 : 1개 / 히트싱크 : 미포함 / 모듈제조사 : 삼성전자 / 병행수입, 벌크, AS 등 여부 판매처 확인요망",https://img.danuri.io/catalog-image/043/644/020/697226f9da3b4183a68d85ce8e8031a4.jpg?shrink=130:130&_v=20260921161908,https://prod.danawa.com/info/?pcode=20644043&cate=112752
129,삼성전자,32GB,삼성전자 DDR5-4800,"697,990","데스크탑용 / DDR5 / 4800MHz (PC5-38400) / 램개수 : 1개 / 히트싱크 : 미포함 / 모듈제조사 : 삼성전자 / 병행수입, 벌크, A/S 등 여부 판매처 확인요망",https://img.danuri.io/catalog-image/342/764/015/992aa0c3080b41d0a77914e6938ce3c6.jpg?shrink=130:130&_v=20260921150045,https://prod.danawa.com/info/?pcode=15764342&cate=112752
130,삼성전자,32GB,삼성전자 DDR5-4800 병행수입,"621,890",데스크탑용 / DDR5 / 4800MHz (PC5-38400) / 램개수 : 1개 / 히트싱크 : 미포함 / 모듈제조사 : 삼성전자,https://img.danuri.io/catalog-image/268/390/016/04beee63344544169422706d6ee67c34.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=16390268&cate=112752
131,삼성전자,32GB,삼성전자 DDR5-5600 중고,"720,000",데스크탑용 / DDR5 / 5600MHz (PC5-44800) / 램개수 : 1개 / 히트싱크 : 미포함 / 모듈제조사 : 삼성전자,https://img.danuri.io/catalog-image/337/799/123/aa8c71bfbf7142afb4f9ae285a302bb3.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=123799337&cate=112752
132,삼성전자,32GB,삼성전자 DDR5-4800 중고,"722,160",데스크탑용 / DDR5 / 4800MHz (PC5-38400) / 램개수 : 1개 / 히트싱크 : 미포함 / 모듈제조사 : 삼성전자,https://img.danuri.io/catalog-image/326/799/123/385b3153b71242cea5e00c3cf94b4515.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=123799326&cate=112752
133,PATRIOT,32GB,PATRIOT DDR5-6000 CL30 VIPER Elite 5 패키지,"650,000",데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL30-40-40-76 / 1.35V / 램개수 : 2개 / XMP3.0 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 화이트 / 높이 : 43mm,https://img.danuri.io/catalog-image/037/466/075/dec4ac8ccc9f469e9dab4a23283c9be4.jpg?shrink=130:130&_v=20260921080458,https://prod.danawa.com/info/?pcode=75466037&cate=112752
134,PATRIOT,32GB,PATRIOT DDR5-6000 CL30 VIPER VENOM 패키지,"659,980",데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : 30-40-40-76 / 1.35V / 램개수 : 2개 / XMP3.0 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / 높이 : 43mm,https://img.danuri.io/catalog-image/513/144/056/185b032ce14b4a3183466b304c961390.jpg?shrink=130:130&_v=20260921150223,https://prod.danawa.com/info/?pcode=56144513&cate=112752
135,PATRIOT,32GB,PATRIOT DDR5-8000 CL38 VIPER Xtreme5 RGB 패키지,"816,750","데스크탑용 / DDR5 / 8000MHz (PC5-64000) / 램타이밍 : CL38 / 1.45V / 램개수 : 2개 / LED 라이트 / XMP3.0 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 44mm",https://img.danuri.io/catalog-image/837/057/095/ec76cbffc8054aff83cdafd43836f757.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=95057837&cate=112752
136,PATRIOT,32GB,PATRIOT DDR5-6000 CL30 VIPER VENOM RGB 패키지,"696,270","데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL30-40-40-76 / 1.35V / 램개수 : 2개 / LED 라이트 / XMP3.0 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME , RAZER CHROMA / 높이 : 43mm / 모듈제조사 : SK하이닉스",https://img.danuri.io/catalog-image/432/144/056/e77fbc0b8a734b2bbd01d8a74cdf6952.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=56144432&cate=112752
137,PATRIOT,32GB,PATRIOT DDR5-6400 CL32 VIPER Elite 5 패키지,"684,550",데스크탑용 / DDR5 / 6400MHz (PC5-51200) / 램타이밍 : CL32-40-40-84 / 1.40V / 램개수 : 2개 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 화이트 / 높이 : 43mm,https://img.danuri.io/catalog-image/202/466/075/f333255e3ae24622b1d493b146a50c66.jpg?shrink=130:130&_v=20260921102733,https://prod.danawa.com/info/?pcode=75466202&cate=112752
138,PATRIOT,32GB,PATRIOT DDR5-6400 CL32 VIPER VENOM RGB 패키지,"714,340","데스크탑용 / DDR5 / 6400MHz (PC5-51200) / 램타이밍 : CL32-40-40-84 / 1.40V / 램개수 : 2개 / LED 라이트 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME , RAZER CHROMA / 높이 : 43mm / 모듈제조사 : SK하이닉스",https://img.danuri.io/catalog-image/056/351/030/c83992f70ab3400db9698730f6953c0a.jpg?shrink=130:130&_v=20260921080622,https://prod.danawa.com/info/?pcode=30351056&cate=112752
139,PATRIOT,32GB,PATRIOT DDR5-5600 CL36 VIPER Elite 5 RGB,"674,910","데스크탑용 / DDR5 / 5600MHz (PC5-44800) / 램타이밍 : CL36-36-36-68 / 1.35V / 램개수 : 1개 / LED 라이트 / XMP3.0 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 화이트 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 44mm",https://img.danuri.io/catalog-image/129/501/071/5073bbe8db4a4aa98fe0d8814225b8c0.jpg?shrink=130:130&_v=20260921095748,https://prod.danawa.com/info/?pcode=71501129&cate=112752
140,PATRIOT,32GB,PATRIOT DDR5-6200 CL42 VIPER Elite 5 RGB 패키지,"687,910","데스크탑용 / DDR5 / 6200MHz (PC5-49600) / 램타이밍 : CL42-46-46-86 / 1.35V / 램개수 : 2개 / LED 라이트 / XMP3.0 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 화이트 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME , RAZER CHROMA / 높이 : 44mm / 모듈제조사 : SK하이닉스",https://img.danuri.io/catalog-image/108/500/030/89caa679f98944a6bb6e991b0ea84b7a.jpg?shrink=130:130&_v=20260921080456,https://prod.danawa.com/info/?pcode=30500108&cate=112752
141,PATRIOT,32GB,PATRIOT DDR5-7400 CL36 VIPER VENOM RGB 패키지,"983,440","데스크탑용 / DDR5 / 7400MHz (PC5-59200) / 램타이밍 : CL36-44-44-110 / 1.45V / 램개수 : 2개 / LED 라이트 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME , RAZER CHROMA / 높이 : 43mm / 모듈제조사 : SK하이닉스",https://img.danuri.io/catalog-image/236/351/030/c1847c2997b74ecca095836fa28d3cdf.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=30351236&cate=112752
142,PATRIOT,32GB,PATRIOT DDR5-7200 CL34 VIPER VENOM RGB 패키지,"973,790","데스크탑용 / DDR5 / 7200MHz (PC5-57600) / 램타이밍 : CL34-42-42-84 / 1.45V / 램개수 : 2개 / LED 라이트 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME , RAZER CHROMA / 높이 : 43mm / 모듈제조사 : SK하이닉스",https://img.danuri.io/catalog-image/218/351/030/7c9120e735ad4e07bd300deb719b665b.jpg?shrink=130:130&_v=20260920080635,https://prod.danawa.com/info/?pcode=30351218&cate=112752
143,PATRIOT,32GB,PATRIOT DDR5-7000 CL32 VIPER VENOM 패키지,"944,870",데스크탑용 / DDR5 / 7000MHz (PC5-56000) / 램타이밍 : CL32-48-48-96 / 1.45V / 램개수 : 2개 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / 높이 : 43mm,https://img.danuri.io/catalog-image/504/341/030/dc246e2c0b794bd091b241e0b7ad7481.jpg?shrink=130:130&_v=20260920080508,https://prod.danawa.com/info/?pcode=30341504&cate=112752
144,PATRIOT,32GB,PATRIOT DDR5-7200 CL34 VIPER VENOM 패키지,"954,510",데스크탑용 / DDR5 / 7200MHz (PC5-57600) / 램타이밍 : CL34-42-42-84 / 1.45V / 램개수 : 2개 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / 높이 : 43mm,https://img.danuri.io/catalog-image/510/341/030/128984777ea5457292e8200d0b2fbedd.jpg?shrink=130:130&_v=20260921080458,https://prod.danawa.com/info/?pcode=30341510&cate=112752
145,PATRIOT,32GB,PATRIOT DDR5-7400 CL36 VIPER VENOM 패키지,"964,150",데스크탑용 / DDR5 / 7400MHz (PC5-59200) / 램타이밍 : CL36-44-44-110 / 1.50V / 램개수 : 2개 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / 높이 : 43mm,https://img.danuri.io/catalog-image/525/341/030/c6673842038e4716a54bd2d67cd8fcc7.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=30341525&cate=112752
146,PATRIOT,32GB,PATRIOT DDR5-6800 CL34 VIPER VENOM 패키지,"841,540",데스크탑용 / DDR5 / 6800MHz (PC5-54400) / 램타이밍 : CL34-44-44-84 / 1.40V / 램개수 : 2개 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / 높이 : 43mm,https://img.danuri.io/catalog-image/495/341/030/8019b082f6c443358f369dca4db0fcf0.jpg?shrink=130:130&_v=20260920080422,https://prod.danawa.com/info/?pcode=30341495&cate=112752
147,PATRIOT,32GB,PATRIOT DDR5-6400 CL32 VIPER VENOM 패키지,"684,550",데스크탑용 / DDR5 / 6400MHz (PC5-51200) / 램타이밍 : CL32-40-40-84 / 1.40V / 램개수 : 2개 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / 높이 : 43mm,https://img.danuri.io/catalog-image/426/341/030/a48ad8b54504409dbf4bcccfed5f7c65.jpg?shrink=130:130&_v=20260921080609,https://prod.danawa.com/info/?pcode=30341426&cate=112752
148,PATRIOT,32GB,PATRIOT DDR5-6000 CL28 VIPER Elite 5 ULTRA 패키지,"762,960",데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL28-40-40-100 / 1.40V / 램개수 : 2개 / XMP3.0 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / 높이 : 44mm,https://img.danuri.io/catalog-image/237/057/095/76df6174da2e4d16b1dc8c8cafbf473c.jpg?shrink=130:130&_v=20260920080523,https://prod.danawa.com/info/?pcode=95057237&cate=112752
149,PATRIOT,32GB,PATRIOT DDR5-6600 CL34 VIPER VENOM RGB 패키지,"838,810","데스크탑용 / DDR5 / 6600MHz (PC5-52800) / 램타이밍 : CL34-40-40-84 / 1.40V / 램개수 : 2개 / LED 라이트 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME , RAZER CHROMA / 높이 : 43mm / 모듈제조사 : SK하이닉스",https://img.danuri.io/catalog-image/077/351/030/386040fe2056412e8647a750f71b29f0.jpg?shrink=130:130&_v=20260920080508,https://prod.danawa.com/info/?pcode=30351077&cate=112752
150,PATRIOT,32GB,PATRIOT DDR5-7000 CL32 VIPER VENOM RGB 패키지,"964,140","데스크탑용 / DDR5 / 7000MHz (PC5-56000) / 램타이밍 : CL32-48-48-96 / 1.45V / 램개수 : 2개 / LED 라이트 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME , RAZER CHROMA / 높이 : 43mm / 모듈제조사 : SK하이닉스",https://img.danuri.io/catalog-image/131/351/030/d271664a206441789d9840c7494f8952.jpg?shrink=130:130&_v=20260920080508,https://prod.danawa.com/info/?pcode=30351131&cate=112752
151,PATRIOT,32GB,PATRIOT DDR5-6200 CL40 VIPER VENOM 패키지,"685,330",데스크탑용 / DDR5 / 6200MHz (PC5-49600) / 램타이밍 : CL40-40-40-76 / 1.35V / 램개수 : 2개 / XMP3.0 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / 높이 : 43mm,https://img.danuri.io/catalog-image/402/341/030/7aa552c41f524330936d4343be2cc429.jpg?shrink=130:130&_v=20260920080422,https://prod.danawa.com/info/?pcode=30341402&cate=112752
152,PATRIOT,32GB,PATRIOT DDR5-6200 CL40 VIPER VENOM RGB 패키지,"704,950","데스크탑용 / DDR5 / 6200MHz (PC5-49600) / 램타이밍 : CL40-40-40-76 / 1.35V / 램개수 : 2개 / LED 라이트 / XMP3.0 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME , RAZER CHROMA / 높이 : 43mm / 모듈제조사 : SK하이닉스",https://img.danuri.io/catalog-image/029/351/030/835e49413fe24bcda1f552aebb14f825.jpg?shrink=130:130&_v=20260921102658,https://prod.danawa.com/info/?pcode=30351029&cate=112752
153,PATRIOT,32GB,PATRIOT DDR5-6800 CL34 VIPER VENOM RGB 패키지,"858,100","데스크탑용 / DDR5 / 6800MHz (PC5-54400) / 램타이밍 : CL34-44-44-84 / 1.40V / 램개수 : 2개 / LED 라이트 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME , RAZER CHROMA / 높이 : 43mm / 모듈제조사 : SK하이닉스",https://img.danuri.io/catalog-image/110/351/030/b14eb0b6344c4e14b9c83e1ebd0c01ff.jpg?shrink=130:130&_v=20260920080509,https://prod.danawa.com/info/?pcode=30351110&cate=112752
154,PATRIOT,32GB,PATRIOT DDR5-6600 CL34 VIPER VENOM 패키지,"839,910",데스크탑용 / DDR5 / 6600MHz (PC5-52800) / 램타이밍 : CL34-40-40-84 / 1.40V / 램개수 : 2개 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / 높이 : 43mm,https://img.danuri.io/catalog-image/480/341/030/afa16ac302214017bf222f1798bbc455.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=30341480&cate=112752
155,PATRIOT,32GB,PATRIOT DDR5-6000 CL28 VIPER Elite 5 ULTRA RGB 패키지,"790,600","데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL28-40-40-100 / 1.40V / 램개수 : 2개 / LED 라이트 / XMP3.0 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME / 높이 : 44mm",https://img.danuri.io/catalog-image/655/056/095/f93b4b876ace4698b600c24eded7ef51.jpg?shrink=130:130&_v=20260920080523,https://prod.danawa.com/info/?pcode=95056655&cate=112752
156,PATRIOT,32GB,PATRIOT DDR5-6600 CL36 VIPER Elite 5 RGB 패키지,"863,240","데스크탑용 / DDR5 / 6600MHz (PC5-52800) / 램타이밍 : CL36-46-46-86 / 1.40V / 램개수 : 2개 / LED 라이트 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 화이트 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME , RAZER CHROMA / 높이 : 44mm / 모듈제조사 : SK하이닉스",https://img.danuri.io/catalog-image/317/612/030/41efe17fcfd84fdd81683ca364ccfe46.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=30612317&cate=112752
157,PATRIOT,32GB,PATRIOT DDR5-7000 CL38 VIPER Elite 5 RGB 패키지,"999,760","데스크탑용 / DDR5 / 7000MHz (PC5-56000) / 램타이밍 : CL38-48-48-88 / 1.45V / 램개수 : 2개 / LED 라이트 / XMP3.0 / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 화이트 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME , RAZER CHROMA / 높이 : 44mm / 모듈제조사 : SK하이닉스",https://img.danuri.io/catalog-image/216/500/030/fd53bff4e5ab4a12804e3a4f5b364301.jpg?shrink=130:130&_v=20260920080509,https://prod.danawa.com/info/?pcode=30500216&cate=112752
158,PATRIOT,32GB,PATRIOT DDR5-6000 CL36 VIPER VENOM RGB 패키지,"709,990","데스크탑용 / DDR5 / 6000MHz (PC5-48000) / 램타이밍 : CL36-36-36-76 / 1.35V / 램개수 : 2개 / LED 라이트 / XMP3.0 / EXPO / 온다이ECC / 히트싱크 : 방열판 / 방열판 색상 : 블랙 / LED색상 : RGB / LED 시스템 : AURA SYNC , MYSTIC LIGHT , RGB FUSION , POLYCHROME , RAZER CHROMA / 높이 : 43mm / 모듈제조사 : SK하이닉스",https://img.danuri.io/catalog-image/996/350/030/35ec7bb4cfd44df69f07f745392afb1c.jpg?shrink=130:130&_v=20260920080509,https://prod.danawa.com/info/?pcode=30350996&cate=112752
